backend,num_qubits,twoq,arm,seed,input,label,z_exact,z_noisy,q0_physical,readout_error,routed_2q,blocks,shots,sim_seed,platform,processor,python,qiskit,qiskit_aer,qiskit_ibm_runtime,pennylane
FakeBoston,156,cz,B,4,01,1,0.9977572710780895,0.986,43,0.003662109375,9,0,4000,0,Linux-6.8.0-64-generic-x86_64-with-glibc2.39,x86_64,3.12.3,2.5.2,0.17.2,0.50.0,0.45.1
FakeBoston,156,cz,B,4,10,1,0.9977560581090166,0.9855,43,0.003662109375,9,0,4000,0,Linux-6.8.0-64-generic-x86_64-with-glibc2.39,x86_64,3.12.3,2.5.2,0.17.2,0.50.0,0.45.1
FakeBoston,156,cz,B,4,11,-1,-0.9977575690804796,-0.981,43,0.003662109375,9,0,4000,0,Linux-6.8.0-64-generic-x86_64-with-glibc2.39,x86_64,3.12.3,2.5.2,0.17.2,0.50.0,0.45.1
FakeBrisbane,127,ecr,A,0,00,-1,-0.9977557601066275,-0.9,0,0.02783203125,9,0,4000,0,Linux-6.8.0-64-generic-x86_64-with-glibc2.39,x86_64,3.12.3,2.5.2,0.17.2,0.50.0,0.45.1
FakeBrisbane,127,ecr,A,0,01,1,0.9977572710780895,0.9105,0,0.02783203125,9,0,4000,0,Linux-6.8.0-64-generic-x86_64-with-glibc2.39,x86_64,3.12.3,2.5.2,0.17.2,0.50.0,0.45.1
FakeBrisbane,127,ecr,A,0,10,1,0.9977560581090166,0.9065,0,0.02783203125,9,0,4000,0,Linux-6.8.0-64-generic-x86_64-with-glibc2.39,x86_64,3.12.3,2.5.2,0.17.2,0.50.0,0.45.1
FakeBrisbane,127,ecr,A,0,11,-1,-0.9977575690804796,-0.9095,0,0.02783203125,9,0,4000,0,Linux-6.8.0-64-generic-x86_64-with-glibc2.39,x86_64,3.12.3,2.5.2,0.17.2,0.50.0,0.45.1
FakeBrisbane,127,ecr,A,1,00,-1,-0.9977557601066275,-0.9,0,0.02783203125,9,0,4000,0,Linux-6.8.0-64-generic-x86_64-with-glibc2.39,x86_64,3.12.3,2.5.2,0.17.2,0.50.0,0.45.1
FakeBrisbane,127,ecr,A,1,01,1,0.9977572710780895,0.9105,0,0.02783203125,9,0,4000,0,Linux-6.8.0-64-generic-x86_64-with-glibc2.39,x86_64,3.12.3,2.5.2,0.17.2,0.50.0,0.45.1
FakeBrisbane,127,ecr,A,1,10,1,0.9977560581090166,0.9065,0,0.02783203125,9,0,4000,0,Linux-6.8.0-64-generic-x86_64-with-glibc2.39,x86_64,3.12.3,2.5.2,0.17.2,0.50.0,0.45.1
FakeBrisbane,127,ecr,A,1,11,-1,-0.9977575690804796,-0.9095,0,0.02783203125,9,0,4000,0,Linux-6.8.0-64-generic-x86_64-with-glibc2.39,x86_64,3.12.3,2.5.2,0.17.2,0.50.0,0.45.1
FakeBrisbane,127,ecr,A,2,00,-1,-0.9977557601066275,-0.9,0,0.02783203125,9,0,4000,0,Linux-6.8.0-64-generic-x86_64-with-glibc2.39,x86_64,3.12.3,2.5.2,0.17.2,0.50.0,0.45.1
FakeBrisbane,127,ecr,A,2,01,1,0.9977572710780895,0.9105,0,0.02783203125,9,0,4000,0,Linux-6.8.0-64-generic-x86_64-with-glibc2.39,x86_64,3.12.3,2.5.2,0.17.2,0.50.0,0.45.1
FakeBrisbane,127,ecr,A,2,10,1,0.9977560581090166,0.9065,0,0.02783203125,9,0,4000,0,Linux-6.8.0-64-generic-x86_64-with-glibc2.39,x86_64,3.12.3,2.5.2,0.17.2,0.50.0,0.45.1
FakeBrisbane,127,ecr,A,2,11,-1,-0.9977575690804796,-0.9095,0,0.02783203125,9,0,4000,0,Linux-6.8.0-64-generic-x86_64-with-glibc2.39,x86_64,3.12.3,2.5.2,0.17.2,0.50.0,0.45.1
FakeBrisbane,127,ecr,A,3,00,-1,-0.9977557601066275,-0.9,0,0.02783203125,9,0,4000,0,Linux-6.8.0-64-generic-x86_64-with-glibc2.39,x86_64,3.12.3,2.5.2,0.17.2,0.50.0,0.45.1
FakeBrisbane,127,ecr,A,3,01,1,0.9977572710780895,0.9105,0,0.02783203125,9,0,4000,0,Linux-6.8.0-64-generic-x86_64-with-glibc2.39,x86_64,3.12.3,2.5.2,0.17.2,0.50.0,0.45.1
FakeBrisbane,127,ecr,A,3,10,1,0.9977560581090166,0.9065,0,0.02783203125,9,0,4000,0,Linux-6.8.0-64-generic-x86_64-with-glibc2.39,x86_64,3.12.3,2.5.2,0.17.2,0.50.0,0.45.1
FakeBrisbane,127,ecr,A,3,11,-1,-0.9977575690804796,-0.9095,0,0.02783203125,9,0,4000,0,Linux-6.8.0-64-generic-x86_64-with-glibc2.39,x86_64,3.12.3,2.5.2,0.17.2,0.50.0,0.45.1
FakeBrisbane,127,ecr,A,4,00,-1,-0.9977557601066275,-0.9,0,0.02783203125,9,0,4000,0,Linux-6.8.0-64-generic-x86_64-with-glibc2.39,x86_64,3.12.3,2.5.2,0.17.2,0.50.0,0.45.1
FakeBrisbane,127,ecr,A,4,01,1,0.9977572710780895,0.9105,0,0.02783203125,9,0,4000,0,Linux-6.8.0-64-generic-x86_64-with-glibc2.39,x86_64,3.12.3,2.5.2,0.17.2,0.50.0,0.45.1
FakeBrisbane,127,ecr,A,4,10,1,0.9977560581090166,0.9065,0,0.02783203125,9,0,4000,0,Linux-6.8.0-64-generic-x86_64-with-glibc2.39,x86_64,3.12.3,2.5.2,0.17.2,0.50.0,0.45.1
FakeBrisbane,127,ecr,A,4,11,-1,-0.9977575690804796,-0.9095,0,0.02783203125,9,0,4000,0,Linux-6.8.0-64-generic-x86_64-with-glibc2.39,x86_64,3.12.3,2.5.2,0.17.2,0.50.0,0.45.1
FakeBrisbane,127,ecr,B,0,00,-1,-0.9977557601066275,-0.9375,8,0.013427734375,9,0,4000,0,Linux-6.8.0-64-generic-x86_64-with-glibc2.39,x86_64,3.12.3,2.5.2,0.17.2,0.50.0,0.45.1
FakeBrisbane,127,ecr,B,0,01,1,0.9977572710780895,0.934,8,0.013427734375,9,0,4000,0,Linux-6.8.0-64-generic-x86_64-with-glibc2.39,x86_64,3.12.3,2.5.2,0.17.2,0.50.0,0.45.1
FakeBrisbane,127,ecr,B,0,10,1,0.9977560581090166,0.9315,8,0.013427734375,9,0,4000,0,Linux-6.8.0-64-generic-x86_64-with-glibc2.39,x86_64,3.12.3,2.5.2,0.17.2,0.50.0,0.45.1
FakeBrisbane,127,ecr,B,0,11,-1,-0.9977575690804796,-0.932,8,0.013427734375,9,0,4000,0,Linux-6.8.0-64-generic-x86_64-with-glibc2.39,x86_64,3.12.3,2.5.2,0.17.2,0.50.0,0.45.1
FakeBrisbane,127,ecr,B,1,00,-1,-0.9977557601066275,-0.9375,8,0.013427734375,9,0,4000,0,Linux-6.8.0-64-generic-x86_64-with-glibc2.39,x86_64,3.12.3,2.5.2,0.17.2,0.50.0,0.45.1
FakeBrisbane,127,ecr,B,1,01,1,0.9977572710780895,0.934,8,0.013427734375,9,0,4000,0,Linux-6.8.0-64-generic-x86_64-with-glibc2.39,x86_64,3.12.3,2.5.2,0.17.2,0.50.0,0.45.1
FakeBrisbane,127,ecr,B,1,10,1,0.9977560581090166,0.9315,8,0.013427734375,9,0,4000,0,Linux-6.8.0-64-generic-x86_64-with-glibc2.39,x86_64,3.12.3,2.5.2,0.17.2,0.50.0,0.45.1
FakeBrisbane,127,ecr,B,1,11,-1,-0.9977575690804796,-0.932,8,0.013427734375,9,0,4000,0,Linux-6.8.0-64-generic-x86_64-with-glibc2.39,x86_64,3.12.3,2.5.2,0.17.2,0.50.0,0.45.1
FakeBrisbane,127,ecr,B,2,00,-1,-0.9977557601066275,-0.9375,8,0.013427734375,9,0,4000,0,Linux-6.8.0-64-generic-x86_64-with-glibc2.39,x86_64,3.12.3,2.5.2,0.17.2,0.50.0,0.45.1
FakeBrisbane,127,ecr,B,2,01,1,0.9977572710780895,0.934,8,0.013427734375,9,0,4000,0,Linux-6.8.0-64-generic-x86_64-with-glibc2.39,x86_64,3.12.3,2.5.2,0.17.2,0.50.0,0.45.1
FakeBrisbane,127,ecr,B,2,10,1,0.9977560581090166,0.9315,8,0.013427734375,9,0,4000,0,Linux-6.8.0-64-generic-x86_64-with-glibc2.39,x86_64,3.12.3,2.5.2,0.17.2,0.50.0,0.45.1
FakeBrisbane,127,ecr,B,2,11,-1,-0.9977575690804796,-0.932,8,0.013427734375,9,0,4000,0,Linux-6.8.0-64-generic-x86_64-with-glibc2.39,x86_64,3.12.3,2.5.2,0.17.2,0.50.0,0.45.1
FakeBrisbane,127,ecr,B,3,00,-1,-0.9977557601066275,-0.9375,8,0.013427734375,9,0,4000,0,Linux-6.8.0-64-generic-x86_64-with-glibc2.39,x86_64,3.12.3,2.5.2,0.17.2,0.50.0,0.45.1
FakeBrisbane,127,ecr,B,3,01,1,0.9977572710780895,0.934,8,0.013427734375,9,0,4000,0,Linux-6.8.0-64-generic-x86_64-with-glibc2.39,x86_64,3.12.3,2.5.2,0.17.2,0.50.0,0.45.1
FakeBrisbane,127,ecr,B,3,10,1,0.9977560581090166,0.9315,8,0.013427734375,9,0,4000,0,Linux-6.8.0-64-generic-x86_64-with-glibc2.39,x86_64,3.12.3,2.5.2,0.17.2,0.50.0,0.45.1
FakeBrisbane,127,ecr,B,3,11,-1,-0.9977575690804796,-0.932,8,0.013427734375,9,0,4000,0,Linux-6.8.0-64-generic-x86_64-with-glibc2.39,x86_64,3.12.3,2.5.2,0.17.2,0.50.0,0.45.1
FakeBrisbane,127,ecr,B,4,00,-1,-0.9977557601066275,-0.9375,8,0.013427734375,9,0,4000,0,Linux-6.8.0-64-generic-x86_64-with-glibc2.39,x86_64,3.12.3,2.5.2,0.17.2,0.50.0,0.45.1
FakeBrisbane,127,ecr,B,4,01,1,0.9977572710780895,0.934,8,0.013427734375,9,0,4000,0,Linux-6.8.0-64-generic-x86_64-with-glibc2.39,x86_64,3.12.3,2.5.2,0.17.2,0.50.0,0.45.1
FakeBrisbane,127,ecr,B,4,10,1,0.9977560581090166,0.9315,8,0.013427734375,9,0,4000,0,Linux-6.8.0-64-generic-x86_64-with-glibc2.39,x86_64,3.12.3,2.5.2,0.17.2,0.50.0,0.45.1
FakeBrisbane,127,ecr,B,4,11,-1,-0.9977575690804796,-0.932,8,0.013427734375,9,0,4000,0,Linux-6.8.0-64-generic-x86_64-with-glibc2.39,x86_64,3.12.3,2.5.2,0.17.2,0.50.0,0.45.1
FakeBrussels,127,ecr,A,0,00,-1,-0.9977557601066275,-0.9295,0,0.0146484375,9,0,4000,0,Linux-6.8.0-64-generic-x86_64-with-glibc2.39,x86_64,3.12.3,2.5.2,0.17.2,0.50.0,0.45.1
FakeBrussels,127,ecr,A,0,01,1,0.9977572710780895,0.921,0,0.0146484375,9,0,4000,0,Linux-6.8.0-64-generic-x86_64-with-glibc2.39,x86_64,3.12.3,2.5.2,0.17.2,0.50.0,0.45.1
FakeBrussels,127,ecr,A,0,10,1,0.9977560581090166,0.9275,0,0.0146484375,9,0,4000,0,Linux-6.8.0-64-generic-x86_64-with-glibc2.39,x86_64,3.12.3,2.5.2,0.17.2,0.50.0,0.45.1
FakeBrussels,127,ecr,A,0,11,-1,-0.9977575690804796,-0.93,0,0.0146484375,9,0,4000,0,Linux-6.8.0-64-generic-x86_64-with-glibc2.39,x86_64,3.12.3,2.5.2,0.17.2,0.50.0,0.45.1
FakeBrussels,127,ecr,A,1,00,-1,-0.9977557601066275,-0.9295,0,0.0146484375,9,0,4000,0,Linux-6.8.0-64-generic-x86_64-with-glibc2.39,x86_64,3.12.3,2.5.2,0.17.2,0.50.0,0.45.1
FakeBrussels,127,ecr,A,1,01,1,0.9977572710780895,0.921,0,0.0146484375,9,0,4000,0,Linux-6.8.0-64-generic-x86_64-with-glibc2.39,x86_64,3.12.3,2.5.2,0.17.2,0.50.0,0.45.1
FakeBrussels,127,ecr,A,1,10,1,0.9977560581090166,0.9275,0,0.0146484375,9,0,4000,0,Linux-6.8.0-64-generic-x86_64-with-glibc2.39,x86_64,3.12.3,2.5.2,0.17.2,0.50.0,0.45.1
FakeBrussels,127,ecr,A,1,11,-1,-0.9977575690804796,-0.93,0,0.0146484375,9,0,4000,0,Linux-6.8.0-64-generic-x86_64-with-glibc2.39,x86_64,3.12.3,2.5.2,0.17.2,0.50.0,0.45.1
FakeBrussels,127,ecr,A,2,00,-1,-0.9977557601066275,-0.9295,0,0.0146484375,9,0,4000,0,Linux-6.8.0-64-generic-x86_64-with-glibc2.39,x86_64,3.12.3,2.5.2,0.17.2,0.50.0,0.45.1
FakeBrussels,127,ecr,A,2,01,1,0.9977572710780895,0.921,0,0.0146484375,9,0,4000,0,Linux-6.8.0-64-generic-x86_64-with-glibc2.39,x86_64,3.12.3,2.5.2,0.17.2,0.50.0,0.45.1
FakeBrussels,127,ecr,A,2,10,1,0.9977560581090166,0.9275,0,0.0146484375,9,0,4000,0,Linux-6.8.0-64-generic-x86_64-with-glibc2.39,x86_64,3.12.3,2.5.2,0.17.2,0.50.0,0.45.1
FakeBrussels,127,ecr,A,2,11,-1,-0.9977575690804796,-0.93,0,0.0146484375,9,0,4000,0,Linux-6.8.0-64-generic-x86_64-with-glibc2.39,x86_64,3.12.3,2.5.2,0.17.2,0.50.0,0.45.1
FakeBrussels,127,ecr,A,3,00,-1,-0.9977557601066275,-0.9295,0,0.0146484375,9,0,4000,0,Linux-6.8.0-64-generic-x86_64-with-glibc2.39,x86_64,3.12.3,2.5.2,0.17.2,0.50.0,0.45.1
FakeBrussels,127,ecr,A,3,01,1,0.9977572710780895,0.921,0,0.0146484375,9,0,4000,0,Linux-6.8.0-64-generic-x86_64-with-glibc2.39,x86_64,3.12.3,2.5.2,0.17.2,0.50.0,0.45.1
FakeBrussels,127,ecr,A,3,10,1,0.9977560581090166,0.9275,0,0.0146484375,9,0,4000,0,Linux-6.8.0-64-generic-x86_64-with-glibc2.39,x86_64,3.12.3,2.5.2,0.17.2,0.50.0,0.45.1
FakeBrussels,127,ecr,A,3,11,-1,-0.9977575690804796,-0.93,0,0.0146484375,9,0,4000,0,Linux-6.8.0-64-generic-x86_64-with-glibc2.39,x86_64,3.12.3,2.5.2,0.17.2,0.50.0,0.45.1
FakeBrussels,127,ecr,A,4,00,-1,-0.9977557601066275,-0.9295,0,0.0146484375,9,0,4000,0,Linux-6.8.0-64-generic-x86_64-with-glibc2.39,x86_64,3.12.3,2.5.2,0.17.2,0.50.0,0.45.1
FakeBrussels,127,ecr,A,4,01,1,0.9977572710780895,0.921,0,0.0146484375,9,0,4000,0,Linux-6.8.0-64-generic-x86_64-with-glibc2.39,x86_64,3.12.3,2.5.2,0.17.2,0.50.0,0.45.1
FakeBrussels,127,ecr,A,4,10,1,0.9977560581090166,0.9275,0,0.0146484375,9,0,4000,0,Linux-6.8.0-64-generic-x86_64-with-glibc2.39,x86_64,3.12.3,2.5.2,0.17.2,0.50.0,0.45.1
FakeBrussels,127,ecr,A,4,11,-1,-0.9977575690804796,-0.93,0,0.0146484375,9,0,4000,0,Linux-6.8.0-64-generic-x86_64-with-glibc2.39,x86_64,3.12.3,2.5.2,0.17.2,0.50.0,0.45.1
FakeBrussels,127,ecr,B,0,00,-1,-0.9977557601066275,-0.943,16,0.0185546875,9,0,4000,0,Linux-6.8.0-64-generic-x86_64-with-glibc2.39,x86_64,3.12.3,2.5.2,0.17.2,0.50.0,0.45.1
FakeBrussels,127,ecr,B,0,01,1,0.9977572710780895,0.801,28,0.091552734375,9,0,4000,0,Linux-6.8.0-64-generic-x86_64-with-glibc2.39,x86_64,3.12.3,2.5.2,0.17.2,0.50.0,0.45.1
FakeBrussels,127,ecr,B,0,10,1,0.9977560581090166,0.801,28,0.091552734375,9,0,4000,0,Linux-6.8.0-64-generic-x86_64-with-glibc2.39,x86_64,3.12.3,2.5.2,0.17.2,0.50.0,0.45.1
FakeBrussels,127,ecr,B,0,11,-1,-0.9977575690804796,-0.7825,28,0.091552734375,9,0,4000,0,Linux-6.8.0-64-generic-x86_64-with-glibc2.39,x86_64,3.12.3,2.5.2,0.17.2,0.50.0,0.45.1
FakeBrussels,127,ecr,B,1,00,-1,-0.9977557601066275,-0.943,16,0.0185546875,9,0,4000,0,Linux-6.8.0-64-generic-x86_64-with-glibc2.39,x86_64,3.12.3,2.5.2,0.17.2,0.50.0,0.45.1
FakeBrussels,127,ecr,B,1,01,1,0.9977572710780895,0.801,28,0.091552734375,9,0,4000,0,Linux-6.8.0-64-generic-x86_64-with-glibc2.39,x86_64,3.12.3,2.5.2,0.17.2,0.50.0,0.45.1
FakeBrussels,127,ecr,B,1,10,1,0.9977560581090166,0.801,28,0.091552734375,9,0,4000,0,Linux-6.8.0-64-generic-x86_64-with-glibc2.39,x86_64,3.12.3,2.5.2,0.17.2,0.50.0,0.45.1
FakeBrussels,127,ecr,B,1,11,-1,-0.9977575690804796,-0.7825,28,0.091552734375,9,0,4000,0,Linux-6.8.0-64-generic-x86_64-with-glibc2.39,x86_64,3.12.3,2.5.2,0.17.2,0.50.0,0.45.1
FakeBrussels,127,ecr,B,2,00,-1,-0.9977557601066275,-0.943,16,0.0185546875,9,0,4000,0,Linux-6.8.0-64-generic-x86_64-with-glibc2.39,x86_64,3.12.3,2.5.2,0.17.2,0.50.0,0.45.1
FakeBrussels,127,ecr,B,2,01,1,0.9977572710780895,0.801,28,0.091552734375,9,0,4000,0,Linux-6.8.0-64-generic-x86_64-with-glibc2.39,x86_64,3.12.3,2.5.2,0.17.2,0.50.0,0.45.1
FakeBrussels,127,ecr,B,2,10,1,0.9977560581090166,0.801,28,0.091552734375,9,0,4000,0,Linux-6.8.0-64-generic-x86_64-with-glibc2.39,x86_64,3.12.3,2.5.2,0.17.2,0.50.0,0.45.1
FakeBrussels,127,ecr,B,2,11,-1,-0.9977575690804796,-0.7825,28,0.091552734375,9,0,4000,0,Linux-6.8.0-64-generic-x86_64-with-glibc2.39,x86_64,3.12.3,2.5.2,0.17.2,0.50.0,0.45.1
FakeBrussels,127,ecr,B,3,00,-1,-0.9977557601066275,-0.943,16,0.0185546875,9,0,4000,0,Linux-6.8.0-64-generic-x86_64-with-glibc2.39,x86_64,3.12.3,2.5.2,0.17.2,0.50.0,0.45.1
FakeBrussels,127,ecr,B,3,01,1,0.9977572710780895,0.801,28,0.091552734375,9,0,4000,0,Linux-6.8.0-64-generic-x86_64-with-glibc2.39,x86_64,3.12.3,2.5.2,0.17.2,0.50.0,0.45.1
FakeBrussels,127,ecr,B,3,10,1,0.9977560581090166,0.801,28,0.091552734375,9,0,4000,0,Linux-6.8.0-64-generic-x86_64-with-glibc2.39,x86_64,3.12.3,2.5.2,0.17.2,0.50.0,0.45.1
FakeBrussels,127,ecr,B,3,11,-1,-0.9977575690804796,-0.7825,28,0.091552734375,9,0,4000,0,Linux-6.8.0-64-generic-x86_64-with-glibc2.39,x86_64,3.12.3,2.5.2,0.17.2,0.50.0,0.45.1
FakeBrussels,127,ecr,B,4,00,-1,-0.9977557601066275,-0.943,16,0.0185546875,9,0,4000,0,Linux-6.8.0-64-generic-x86_64-with-glibc2.39,x86_64,3.12.3,2.5.2,0.17.2,0.50.0,0.45.1
FakeBrussels,127,ecr,B,4,01,1,0.9977572710780895,0.801,28,0.091552734375,9,0,4000,0,Linux-6.8.0-64-generic-x86_64-with-glibc2.39,x86_64,3.12.3,2.5.2,0.17.2,0.50.0,0.45.1
FakeBrussels,127,ecr,B,4,10,1,0.9977560581090166,0.801,28,0.091552734375,9,0,4000,0,Linux-6.8.0-64-generic-x86_64-with-glibc2.39,x86_64,3.12.3,2.5.2,0.17.2,0.50.0,0.45.1
FakeBrussels,127,ecr,B,4,11,-1,-0.9977575690804796,-0.7825,28,0.091552734375,9,0,4000,0,Linux-6.8.0-64-generic-x86_64-with-glibc2.39,x86_64,3.12.3,2.5.2,0.17.2,0.50.0,0.45.1
FakeCusco,127,ecr,A,0,00,-1,-0.9977557601066275,0.019,0,0.5,9,0,4000,0,Linux-6.8.0-64-generic-x86_64-with-glibc2.39,x86_64,3.12.3,2.5.2,0.17.2,0.50.0,0.45.1
FakeCusco,127,ecr,A,0,01,1,0.9977572710780895,0.019,0,0.5,9,0,4000,0,Linux-6.8.0-64-generic-x86_64-with-glibc2.39,x86_64,3.12.3,2.5.2,0.17.2,0.50.0,0.45.1
FakeCusco,127,ecr,A,0,10,1,0.9977560581090166,0.019,0,0.5,9,0,4000,0,Linux-6.8.0-64-generic-x86_64-with-glibc2.39,x86_64,3.12.3,2.5.2,0.17.2,0.50.0,0.45.1
FakeCusco,127,ecr,A,0,11,-1,-0.9977575690804796,0.019,0,0.5,9,0,4000,0,Linux-6.8.0-64-generic-x86_64-with-glibc2.39,x86_64,3.12.3,2.5.2,0.17.2,0.50.0,0.45.1
FakeCusco,127,ecr,A,1,00,-1,-0.9977557601066275,0.019,0,0.5,9,0,4000,0,Linux-6.8.0-64-generic-x86_64-with-glibc2.39,x86_64,3.12.3,2.5.2,0.17.2,0.50.0,0.45.1
FakeCusco,127,ecr,A,1,01,1,0.9977572710780895,0.019,0,0.5,9,0,4000,0,Linux-6.8.0-64-generic-x86_64-with-glibc2.39,x86_64,3.12.3,2.5.2,0.17.2,0.50.0,0.45.1
FakeCusco,127,ecr,A,1,10,1,0.9977560581090166,0.019,0,0.5,9,0,4000,0,Linux-6.8.0-64-generic-x86_64-with-glibc2.39,x86_64,3.12.3,2.5.2,0.17.2,0.50.0,0.45.1
FakeCusco,127,ecr,A,1,11,-1,-0.9977575690804796,0.019,0,0.5,9,0,4000,0,Linux-6.8.0-64-generic-x86_64-with-glibc2.39,x86_64,3.12.3,2.5.2,0.17.2,0.50.0,0.45.1
FakeCusco,127,ecr,A,2,00,-1,-0.9977557601066275,0.019,0,0.5,9,0,4000,0,Linux-6.8.0-64-generic-x86_64-with-glibc2.39,x86_64,3.12.3,2.5.2,0.17.2,0.50.0,0.45.1
FakeCusco,127,ecr,A,2,01,1,0.9977572710780895,0.019,0,0.5,9,0,4000,0,Linux-6.8.0-64-generic-x86_64-with-glibc2.39,x86_64,3.12.3,2.5.2,0.17.2,0.50.0,0.45.1
FakeCusco,127,ecr,A,2,10,1,0.9977560581090166,0.019,0,0.5,9,0,4000,0,Linux-6.8.0-64-generic-x86_64-with-glibc2.39,x86_64,3.12.3,2.5.2,0.17.2,0.50.0,0.45.1
FakeCusco,127,ecr,A,2,11,-1,-0.9977575690804796,0.019,0,0.5,9,0,4000,0,Linux-6.8.0-64-generic-x86_64-with-glibc2.39,x86_64,3.12.3,2.5.2,0.17.2,0.50.0,0.45.1
FakeCusco,127,ecr,A,3,00,-1,-0.9977557601066275,0.019,0,0.5,9,0,4000,0,Linux-6.8.0-64-generic-x86_64-with-glibc2.39,x86_64,3.12.3,2.5.2,0.17.2,0.50.0,0.45.1
FakeCusco,127,ecr,A,3,01,1,0.9977572710780895,0.019,0,0.5,9,0,4000,0,Linux-6.8.0-64-generic-x86_64-with-glibc2.39,x86_64,3.12.3,2.5.2,0.17.2,0.50.0,0.45.1
FakeCusco,127,ecr,A,3,10,1,0.9977560581090166,0.019,0,0.5,9,0,4000,0,Linux-6.8.0-64-generic-x86_64-with-glibc2.39,x86_64,3.12.3,2.5.2,0.17.2,0.50.0,0.45.1
FakeCusco,127,ecr,A,3,11,-1,-0.9977575690804796,0.019,0,0.5,9,0,4000,0,Linux-6.8.0-64-generic-x86_64-with-glibc2.39,x86_64,3.12.3,2.5.2,0.17.2,0.50.0,0.45.1
FakeCusco,127,ecr,A,4,00,-1,-0.9977557601066275,0.019,0,0.5,9,0,4000,0,Linux-6.8.0-64-generic-x86_64-with-glibc2.39,x86_64,3.12.3,2.5.2,0.17.2,0.50.0,0.45.1
FakeCusco,127,ecr,A,4,01,1,0.9977572710780895,0.019,0,0.5,9,0,4000,0,Linux-6.8.0-64-generic-x86_64-with-glibc2.39,x86_64,3.12.3,2.5.2,0.17.2,0.50.0,0.45.1
FakeCusco,127,ecr,A,4,10,1,0.9977560581090166,0.019,0,0.5,9,0,4000,0,Linux-6.8.0-64-generic-x86_64-with-glibc2.39,x86_64,3.12.3,2.5.2,0.17.2,0.50.0,0.45.1
FakeCusco,127,ecr,A,4,11,-1,-0.9977575690804796,0.019,0,0.5,9,0,4000,0,Linux-6.8.0-64-generic-x86_64-with-glibc2.39,x86_64,3.12.3,2.5.2,0.17.2,0.50.0,0.45.1
FakeCusco,127,ecr,B,0,00,-1,-0.9977557601066275,-0.92,2,0.00732421875,9,0,4000,0,Linux-6.8.0-64-generic-x86_64-with-glibc2.39,x86_64,3.12.3,2.5.2,0.17.2,0.50.0,0.45.1
FakeCusco,127,ecr,B,0,01,1,0.9977572710780895,0.926,5,0.01123046875,9,0,4000,0,Linux-6.8.0-64-generic-x86_64-with-glibc2.39,x86_64,3.12.3,2.5.2,0.17.2,0.50.0,0.45.1
FakeCusco,127,ecr,B,0,10,1,0.9977560581090166,0.909,2,0.00732421875,9,0,4000,0,Linux-6.8.0-64-generic-x86_64-with-glibc2.39,x86_64,3.12.3,2.5.2,0.17.2,0.50.0,0.45.1
FakeCusco,127,ecr,B,0,11,-1,-0.9977575690804796,-0.932,5,0.01123046875,9,0,4000,0,Linux-6.8.0-64-generic-x86_64-with-glibc2.39,x86_64,3.12.3,2.5.2,0.17.2,0.50.0,0.45.1
FakeCusco,127,ecr,B,1,00,-1,-0.9977557601066275,-0.92,2,0.00732421875,9,0,4000,0,Linux-6.8.0-64-generic-x86_64-with-glibc2.39,x86_64,3.12.3,2.5.2,0.17.2,0.50.0,0.45.1
FakeCusco,127,ecr,B,1,01,1,0.9977572710780895,0.926,5,0.01123046875,9,0,4000,0,Linux-6.8.0-64-generic-x86_64-with-glibc2.39,x86_64,3.12.3,2.5.2,0.17.2,0.50.0,0.45.1
FakeCusco,127,ecr,B,1,10,1,0.9977560581090166,0.909,2,0.00732421875,9,0,4000,0,Linux-6.8.0-64-generic-x86_64-with-glibc2.39,x86_64,3.12.3,2.5.2,0.17.2,0.50.0,0.45.1
FakeCusco,127,ecr,B,1,11,-1,-0.9977575690804796,-0.932,5,0.01123046875,9,0,4000,0,Linux-6.8.0-64-generic-x86_64-with-glibc2.39,x86_64,3.12.3,2.5.2,0.17.2,0.50.0,0.45.1
FakeCusco,127,ecr,B,2,00,-1,-0.9977557601066275,-0.92,2,0.00732421875,9,0,4000,0,Linux-6.8.0-64-generic-x86_64-with-glibc2.39,x86_64,3.12.3,2.5.2,0.17.2,0.50.0,0.45.1
FakeCusco,127,ecr,B,2,01,1,0.9977572710780895,0.926,5,0.01123046875,9,0,4000,0,Linux-6.8.0-64-generic-x86_64-with-glibc2.39,x86_64,3.12.3,2.5.2,0.17.2,0.50.0,0.45.1
FakeCusco,127,ecr,B,2,10,1,0.9977560581090166,0.909,2,0.00732421875,9,0,4000,0,Linux-6.8.0-64-generic-x86_64-with-glibc2.39,x86_64,3.12.3,2.5.2,0.17.2,0.50.0,0.45.1
FakeCusco,127,ecr,B,2,11,-1,-0.9977575690804796,-0.932,5,0.01123046875,9,0,4000,0,Linux-6.8.0-64-generic-x86_64-with-glibc2.39,x86_64,3.12.3,2.5.2,0.17.2,0.50.0,0.45.1
FakeCusco,127,ecr,B,3,00,-1,-0.9977557601066275,-0.92,2,0.00732421875,9,0,4000,0,Linux-6.8.0-64-generic-x86_64-with-glibc2.39,x86_64,3.12.3,2.5.2,0.17.2,0.50.0,0.45.1
FakeCusco,127,ecr,B,3,01,1,0.9977572710780895,0.926,5,0.01123046875,9,0,4000,0,Linux-6.8.0-64-generic-x86_64-with-glibc2.39,x86_64,3.12.3,2.5.2,0.17.2,0.50.0,0.45.1
