Workload,Arm,Family,Qubits,Seed,Reps,Status,Time_min_s,Time_median_s,Time_stdev_s,Final_2Q_Gates,Final_Depth,Coupling_Violations,Off_Basis,PSF_Blocks,Peak_RSS_MB,RSS_Delta_MB,TraceMalloc_Peak_MB,Equiv_Infidelity,Platform,Python,Qiskit,StartMethod,CPU
dense,qiskit_opt3,Qiskit,300,3,3,success,0.10835659999975178,0.12039540000023408,0.00748654729278443,450,16,0,,,274.4140625,8.13671875,0.6845054626464844,3.3306690738754696e-15,Windows-10-10.0.26100-SP0,3.11.9,2.5.2,spawn,"Intel64 Family 6 Model 181 Stepping 0, GenuineIntel"
dense,psf_rl1_cx,PSF-Zero,300,3,3,success,0.046410500000092725,0.04779099999996106,0.001507536733565213,450,23,0,,PSF-Zero Rust Core executed for 150/150 blocks (0 fell back); block_gate_floor=12; verify=False; entangling_basis=cx.,227.26953125,2.43359375,0.8843784332275391,1.5543122344752192e-15,Windows-10-10.0.26100-SP0,3.11.9,2.5.2,spawn,"Intel64 Family 6 Model 181 Stepping 0, GenuineIntel"
dense,psf_rl2_cx,PSF-Zero,300,3,3,success,0.04231179999987944,0.04388580000068032,0.000995035704819715,450,16,0,,PSF-Zero Rust Core executed for 150/150 blocks (0 fell back); block_gate_floor=12; verify=False; entangling_basis=cx.,233.18359375,3.8046875,0.8963804244995117,3.774758283725532e-15,Windows-10-10.0.26100-SP0,3.11.9,2.5.2,spawn,"Intel64 Family 6 Model 181 Stepping 0, GenuineIntel"
passthrough,qiskit_opt1,Qiskit,50,1,3,success,0.24315540000043256,0.2684879999997065,0.020741902173273125,38656,11338,0,,,283.60546875,4.9453125,0.19636154174804688,3.1086244689504383e-15,Windows-10-10.0.26100-SP0,3.11.9,2.5.2,spawn,"Intel64 Family 6 Model 181 Stepping 0, GenuineIntel"
passthrough,qiskit_opt2,Qiskit,50,1,3,success,2.002453500000229,2.0714434000001347,0.09245643492190206,36288,11736,0,,,337.9140625,47.0859375,0.22990703582763672,3.3306690738754696e-15,Windows-10-10.0.26100-SP0,3.11.9,2.5.2,spawn,"Intel64 Family 6 Model 181 Stepping 0, GenuineIntel"
passthrough,qiskit_opt3,Qiskit,50,1,3,success,1.9902228000000832,2.0102342000000135,0.07639076200109376,36359,11794,0,,,403.26953125,4.7109375,0.22959423065185547,3.3306690738754696e-15,Windows-10-10.0.26100-SP0,3.11.9,2.5.2,spawn,"Intel64 Family 6 Model 181 Stepping 0, GenuineIntel"
passthrough,psf_rl1_cx,PSF-Zero,50,1,3,success,0.22621869999966293,0.24058319999949163,0.010440056425797822,38656,11338,0,,PSF-Zero Rust Core executed for 0/0 blocks (0 fell back); block_gate_floor=12; verify=False; entangling_basis=cx.,272.48828125,12.73046875,0.25170421600341797,1.5543122344752192e-15,Windows-10-10.0.26100-SP0,3.11.9,2.5.2,spawn,"Intel64 Family 6 Model 181 Stepping 0, GenuineIntel"
passthrough,psf_rl2_cx,PSF-Zero,50,1,3,success,1.105330800000047,1.1533212000003914,0.029374638173724488,36288,11736,0,,PSF-Zero Rust Core executed for 0/0 blocks (0 fell back); block_gate_floor=12; verify=False; entangling_basis=cx.,362.83984375,10.48828125,0.2867097854614258,3.774758283725532e-15,Windows-10-10.0.26100-SP0,3.11.9,2.5.2,spawn,"Intel64 Family 6 Model 181 Stepping 0, GenuineIntel"
passthrough,qiskit_opt1,Qiskit,50,2,3,success,0.2488082999998369,0.2552163999998811,0.011378274096792644,46793,13790,0,,,305.4921875,4.0390625,0.20514583587646484,3.1086244689504383e-15,Windows-10-10.0.26100-SP0,3.11.9,2.5.2,spawn,"Intel64 Family 6 Model 181 Stepping 0, GenuineIntel"
passthrough,qiskit_opt2,Qiskit,50,2,3,success,1.29581380000036,1.4292603999992934,0.11910196469790928,44015,14727,0,,,399.81640625,24.29296875,0.21283626556396484,3.3306690738754696e-15,Windows-10-10.0.26100-SP0,3.11.9,2.5.2,spawn,"Intel64 Family 6 Model 181 Stepping 0, GenuineIntel"
passthrough,qiskit_opt3,Qiskit,50,2,3,success,1.8468015999997078,2.0318829999996524,0.13616505366455053,44054,14652,0,,,422.31640625,20.2578125,0.21325016021728516,3.3306690738754696e-15,Windows-10-10.0.26100-SP0,3.11.9,2.5.2,spawn,"Intel64 Family 6 Model 181 Stepping 0, GenuineIntel"
