Round,Spare,Qubits,LayoutSearch,Seed,Arm,Time_s,Status,Error,FidelityCheck,FidelityDetail,Infidelity,TwoQubitGates,CouplingViolations,Depth,QiskitLevel,RoutingOptimizationLevel,Grid,Timestamp
4,16,26,True,0,psf_zero_ls1,0.008806100000128936,success,,structural_only,,,78,0,22,3,1,6x7,2026-09-17T08:56:41.323979
4,16,26,-,1,qiskit_opt3,0.03222239999990961,success,,structural_only,,,39,0,16,3,1,6x7,2026-09-17T08:56:41.369798
4,16,26,False,1,psf_zero_ls0,0.008313599999837606,success,,structural_only,,,78,0,22,3,1,6x7,2026-09-17T08:56:41.401560
4,16,26,True,1,psf_zero_ls1,0.009104700000079902,success,,structural_only,,,78,0,22,3,1,6x7,2026-09-17T08:56:41.424118
4,16,26,-,2,qiskit_opt3,0.032630799999878946,success,,structural_only,,,39,0,16,3,1,6x7,2026-09-17T08:56:41.465671
4,16,26,False,2,psf_zero_ls0,0.008962899999914953,success,,structural_only,,,78,0,22,3,1,6x7,2026-09-17T08:56:41.502497
4,16,26,True,2,psf_zero_ls1,0.008837599999878876,success,,structural_only,,,78,0,22,3,1,6x7,2026-09-17T08:56:41.513536
4,24,18,-,0,qiskit_opt3,0.03592950000006567,success,,structural_only,,,27,0,16,3,1,6x7,2026-09-17T08:56:41.549074
4,24,18,False,0,psf_zero_ls0,0.007771900000079768,success,,structural_only,,,54,0,22,3,1,6x7,2026-09-17T08:56:41.576554
4,24,18,True,0,psf_zero_ls1,0.009498299999904702,success,,structural_only,,,54,0,22,3,1,6x7,2026-09-17T08:56:41.592408
4,24,18,-,1,qiskit_opt3,0.03490190000002258,success,,structural_only,,,27,0,16,3,1,6x7,2026-09-17T08:56:41.624115
4,24,18,False,1,psf_zero_ls0,0.00828389999992396,success,,structural_only,,,54,0,22,3,1,6x7,2026-09-17T08:56:41.655967
4,24,18,True,1,psf_zero_ls1,0.009119000000055166,success,,structural_only,,,54,0,22,3,1,6x7,2026-09-17T08:56:41.671792
4,24,18,-,2,qiskit_opt3,0.033321399999977075,success,,structural_only,,,27,0,16,3,1,6x7,2026-09-17T08:56:41.703395
4,24,18,False,2,psf_zero_ls0,0.00848889999997482,success,,structural_only,,,54,0,22,3,1,6x7,2026-09-17T08:56:41.735338
4,24,18,True,2,psf_zero_ls1,0.008094100000107574,success,,structural_only,,,54,0,22,3,1,6x7,2026-09-17T08:56:41.751126
5,0,42,-,0,qiskit_opt3,6.486777499999789,success,,structural_only,,,63,0,16,3,1,6x7,2026-09-17T08:56:41.815031
5,0,42,False,0,psf_zero_ls0,0.021979099999953178,success,,structural_only,,,132,0,45,3,1,6x7,2026-09-17T08:56:48.308817
5,0,42,True,0,psf_zero_ls1,0.016599000000041997,success,,structural_only,,,126,0,22,3,1,6x7,2026-09-17T08:56:48.326035
5,0,42,-,1,qiskit_opt3,6.514483900000187,success,,structural_only,,,63,0,16,3,1,6x7,2026-09-17T08:56:48.389282
5,0,42,False,1,psf_zero_ls0,0.024433799999997063,success,,structural_only,,,132,0,45,3,1,6x7,2026-09-17T08:56:54.920476
5,0,42,True,1,psf_zero_ls1,0.01821339999992233,success,,structural_only,,,126,0,22,3,1,6x7,2026-09-17T08:56:54.944588
5,0,42,-,2,qiskit_opt3,6.455371699999887,success,,structural_only,,,63,0,16,3,1,6x7,2026-09-17T08:56:55.009715
5,0,42,False,2,psf_zero_ls0,0.024601999999958934,success,,structural_only,,,132,0,45,3,1,6x7,2026-09-17T08:57:01.480972
5,0,42,True,2,psf_zero_ls1,0.01750579999998081,success,,structural_only,,,126,0,22,3,1,6x7,2026-09-17T08:57:01.507710
5,2,40,-,0,qiskit_opt3,0.0237384000001839,success,,structural_only,,,60,0,16,3,1,6x7,2026-09-17T08:57:01.573995
5,2,40,False,0,psf_zero_ls0,0.009715700000015204,success,,structural_only,,,120,0,22,3,1,6x7,2026-09-17T08:57:01.605890
5,2,40,True,0,psf_zero_ls1,0.011044999999967331,success,,structural_only,,,120,0,22,3,1,6x7,2026-09-17T08:57:01.605890
5,2,40,-,1,qiskit_opt3,0.02273020000006909,success,,structural_only,,,60,0,16,3,1,6x7,2026-09-17T08:57:01.669673
5,2,40,False,1,psf_zero_ls0,0.01064829999995709,success,,structural_only,,,120,0,22,3,1,6x7,2026-09-17T08:57:01.701556
5,2,40,True,1,psf_zero_ls1,0.01005459999987579,success,,structural_only,,,120,0,22,3,1,6x7,2026-09-17T08:57:01.717555
5,2,40,-,2,qiskit_opt3,0.025273599999991347,success,,structural_only,,,60,0,16,3,1,6x7,2026-09-17T08:57:01.777428
5,2,40,False,2,psf_zero_ls0,0.009559299999864379,success,,structural_only,,,120,0,22,3,1,6x7,2026-09-17T08:57:01.813309
5,2,40,True,2,psf_zero_ls1,0.009902300000021569,success,,structural_only,,,120,0,22,3,1,6x7,2026-09-17T08:57:01.824315
5,4,38,-,0,qiskit_opt3,0.024417400000174894,success,,structural_only,,,57,0,16,3,1,6x7,2026-09-17T08:57:01.871773
5,4,38,False,0,psf_zero_ls0,0.009741300000086994,success,,structural_only,,,114,0,22,3,1,6x7,2026-09-17T08:57:01.903949
5,4,38,True,0,psf_zero_ls1,0.009833399999934045,success,,structural_only,,,114,0,22,3,1,6x7,2026-09-17T08:57:01.921801
5,4,38,-,1,qiskit_opt3,0.0240636999999424,success,,structural_only,,,57,0,16,3,1,6x7,2026-09-17T08:57:01.983586
5,4,38,False,1,psf_zero_ls0,0.009583700000121098,success,,structural_only,,,114,0,22,3,1,6x7,2026-09-17T08:57:01.999387
5,4,38,True,1,psf_zero_ls1,0.010142399999949703,success,,structural_only,,,114,0,22,3,1,6x7,2026-09-17T08:57:02.015419
5,4,38,-,2,qiskit_opt3,0.026571000000103595,success,,structural_only,,,57,0,16,3,1,6x7,2026-09-17T08:57:02.078742
5,4,38,False,2,psf_zero_ls0,0.00940560000003643,success,,structural_only,,,114,0,22,3,1,6x7,2026-09-17T08:57:02.110985
5,4,38,True,2,psf_zero_ls1,0.009688200000027791,success,,structural_only,,,114,0,22,3,1,6x7,2026-09-17T08:57:02.110985
5,8,34,-,0,qiskit_opt3,0.02705839999998716,success,,structural_only,,,51,0,16,3,1,6x7,2026-09-17T08:57:02.174466
5,8,34,False,0,psf_zero_ls0,0.010323800000151095,success,,structural_only,,,102,0,22,3,1,6x7,2026-09-17T08:57:02.206719
5,8,34,True,0,psf_zero_ls1,0.010123600000042643,success,,structural_only,,,102,0,22,3,1,6x7,2026-09-17T08:57:02.206719
5,8,34,-,1,qiskit_opt3,0.02776610000000801,success,,structural_only,,,51,0,16,3,1,6x7,2026-09-17T08:57:02.265602
5,8,34,False,1,psf_zero_ls0,0.010172900000043228,success,,structural_only,,,102,0,22,3,1,6x7,2026-09-17T08:57:02.296667
5,8,34,True,1,psf_zero_ls1,0.009466999999858672,success,,structural_only,,,102,0,22,3,1,6x7,2026-09-17T08:57:02.319425
5,8,34,-,2,qiskit_opt3,0.03031989999999496,success,,structural_only,,,51,0,16,3,1,6x7,2026-09-17T08:57:02.421337
5,8,34,False,2,psf_zero_ls0,0.010556600000199978,success,,structural_only,,,102,0,22,3,1,6x7,2026-09-17T08:57:02.454894
5,8,34,True,2,psf_zero_ls1,0.01319300000000112,success,,structural_only,,,102,0,22,3,1,6x7,2026-09-17T08:57:02.469450
5,16,26,-,0,qiskit_opt3,0.03283769999984543,success,,structural_only,,,39,0,16,3,1,6x7,2026-09-17T08:57:02.526225
5,16,26,False,0,psf_zero_ls0,0.00811240000007274,success,,structural_only,,,78,0,22,3,1,6x7,2026-09-17T08:57:02.558819
5,16,26,True,0,psf_zero_ls1,0.008197399999971822,success,,structural_only,,,78,0,22,3,1,6x7,2026-09-17T08:57:02.558819
5,16,26,-,1,qiskit_opt3,0.03243019999990793,success,,structural_only,,,39,0,16,3,1,6x7,2026-09-17T08:57:02.605968
5,16,26,False,1,psf_zero_ls0,0.009491000000025451,success,,structural_only,,,78,0,22,3,1,6x7,2026-09-17T08:57:02.637659
5,16,26,True,1,psf_zero_ls1,0.00914069999998901,success,,structural_only,,,78,0,22,3,1,6x7,2026-09-17T08:57:02.658389
5,16,26,-,2,qiskit_opt3,0.034359600000016144,success,,structural_only,,,39,0,16,3,1,6x7,2026-09-17T08:57:02.700968
5,16,26,False,2,psf_zero_ls0,0.008593500000188214,success,,structural_only,,,78,0,22,3,1,6x7,2026-09-17T08:57:02.732887
5,16,26,True,2,psf_zero_ls1,0.008199000000104206,success,,structural_only,,,78,0,22,3,1,6x7,2026-09-17T08:57:02.748921
5,24,18,-,0,qiskit_opt3,0.03407200000015109,success,,structural_only,,,27,0,16,3,1,6x7,2026-09-17T08:57:02.780705
5,24,18,False,0,psf_zero_ls0,0.009048699999993914,success,,structural_only,,,54,0,22,3,1,6x7,2026-09-17T08:57:02.812066
5,24,18,True,0,psf_zero_ls1,0.007864900000186026,success,,structural_only,,,54,0,22,3,1,6x7,2026-09-17T08:57:02.826372
5,24,18,-,1,qiskit_opt3,0.03399269999999888,success,,structural_only,,,27,0,16,3,1,6x7,2026-09-17T08:57:02.863208
5,24,18,False,1,psf_zero_ls0,0.007351699999844641,success,,structural_only,,,54,0,22,3,1,6x7,2026-09-17T08:57:02.891247
5,24,18,True,1,psf_zero_ls1,0.009086000000024796,success,,structural_only,,,54,0,22,3,1,6x7,2026-09-17T08:57:02.907298
5,24,18,-,2,qiskit_opt3,0.0364126000001761,success,,structural_only,,,27,0,16,3,1,6x7,2026-09-17T08:57:02.938846
5,24,18,False,2,psf_zero_ls0,0.007746500000166634,success,,structural_only,,,54,0,22,3,1,6x7,2026-09-17T08:57:02.976996
5,24,18,True,2,psf_zero_ls1,0.007831699999997,success,,structural_only,,,54,0,22,3,1,6x7,2026-09-17T08:57:02.986664
