converter,family,tape,step,fp0,fp_equal,rt_infid,meaning_infid,n_ops
OLD,F1_int_wires,seed0,96,d9718e62937de449,1,1.2212453270876722e-15,0.9364286132764482,20
OLD,F1_int_wires,seed0,97,d9718e62937de449,1,1.2212453270876722e-15,0.9364286132764482,20
OLD,F1_int_wires,seed0,98,d9718e62937de449,1,1.2212453270876722e-15,0.9364286132764482,20
OLD,F1_int_wires,seed0,99,d9718e62937de449,1,1.2212453270876722e-15,0.9364286132764482,20
OLD,F1_int_wires,seed0,100,d9718e62937de449,1,1.2212453270876722e-15,0.9364286132764482,20
NEW,F1_int_wires,seed1,1,13eacba871e8681d,1,2.1094237467877974e-15,2.3314683517128287e-15,20
NEW,F1_int_wires,seed1,2,13eacba871e8681d,1,2.1094237467877974e-15,2.3314683517128287e-15,20
NEW,F1_int_wires,seed1,3,13eacba871e8681d,1,2.1094237467877974e-15,2.3314683517128287e-15,20
NEW,F1_int_wires,seed1,4,13eacba871e8681d,1,2.1094237467877974e-15,2.3314683517128287e-15,20
NEW,F1_int_wires,seed1,5,13eacba871e8681d,1,2.1094237467877974e-15,2.3314683517128287e-15,20
NEW,F1_int_wires,seed1,6,13eacba871e8681d,1,2.1094237467877974e-15,2.3314683517128287e-15,20
NEW,F1_int_wires,seed1,7,13eacba871e8681d,1,2.1094237467877974e-15,2.3314683517128287e-15,20
NEW,F1_int_wires,seed1,8,13eacba871e8681d,1,2.1094237467877974e-15,2.3314683517128287e-15,20
NEW,F1_int_wires,seed1,9,13eacba871e8681d,1,2.1094237467877974e-15,2.3314683517128287e-15,20
NEW,F1_int_wires,seed1,10,13eacba871e8681d,1,2.1094237467877974e-15,2.3314683517128287e-15,20
NEW,F1_int_wires,seed1,11,13eacba871e8681d,1,2.1094237467877974e-15,2.3314683517128287e-15,20
NEW,F1_int_wires,seed1,12,13eacba871e8681d,1,2.1094237467877974e-15,2.3314683517128287e-15,20
NEW,F1_int_wires,seed1,13,13eacba871e8681d,1,2.1094237467877974e-15,2.3314683517128287e-15,20
NEW,F1_int_wires,seed1,14,13eacba871e8681d,1,2.1094237467877974e-15,2.3314683517128287e-15,20
NEW,F1_int_wires,seed1,15,13eacba871e8681d,1,2.1094237467877974e-15,2.3314683517128287e-15,20
NEW,F1_int_wires,seed1,16,13eacba871e8681d,1,2.1094237467877974e-15,2.3314683517128287e-15,20
NEW,F1_int_wires,seed1,17,13eacba871e8681d,1,2.1094237467877974e-15,2.3314683517128287e-15,20
NEW,F1_int_wires,seed1,18,13eacba871e8681d,1,2.1094237467877974e-15,2.3314683517128287e-15,20
NEW,F1_int_wires,seed1,19,13eacba871e8681d,1,2.1094237467877974e-15,2.3314683517128287e-15,20
NEW,F1_int_wires,seed1,20,13eacba871e8681d,1,2.1094237467877974e-15,2.3314683517128287e-15,20
NEW,F1_int_wires,seed1,21,13eacba871e8681d,1,2.1094237467877974e-15,2.3314683517128287e-15,20
NEW,F1_int_wires,seed1,22,13eacba871e8681d,1,2.1094237467877974e-15,2.3314683517128287e-15,20
NEW,F1_int_wires,seed1,23,13eacba871e8681d,1,2.1094237467877974e-15,2.3314683517128287e-15,20
NEW,F1_int_wires,seed1,24,13eacba871e8681d,1,2.1094237467877974e-15,2.3314683517128287e-15,20
NEW,F1_int_wires,seed1,25,13eacba871e8681d,1,2.1094237467877974e-15,2.3314683517128287e-15,20
NEW,F1_int_wires,seed1,26,13eacba871e8681d,1,2.1094237467877974e-15,2.3314683517128287e-15,20
NEW,F1_int_wires,seed1,27,13eacba871e8681d,1,2.1094237467877974e-15,2.3314683517128287e-15,20
NEW,F1_int_wires,seed1,28,13eacba871e8681d,1,2.1094237467877974e-15,2.3314683517128287e-15,20
NEW,F1_int_wires,seed1,29,13eacba871e8681d,1,2.1094237467877974e-15,2.3314683517128287e-15,20
NEW,F1_int_wires,seed1,30,13eacba871e8681d,1,2.1094237467877974e-15,2.3314683517128287e-15,20
NEW,F1_int_wires,seed1,31,13eacba871e8681d,1,2.1094237467877974e-15,2.3314683517128287e-15,20
NEW,F1_int_wires,seed1,32,13eacba871e8681d,1,2.1094237467877974e-15,2.3314683517128287e-15,20
NEW,F1_int_wires,seed1,33,13eacba871e8681d,1,2.1094237467877974e-15,2.3314683517128287e-15,20
NEW,F1_int_wires,seed1,34,13eacba871e8681d,1,2.1094237467877974e-15,2.3314683517128287e-15,20
NEW,F1_int_wires,seed1,35,13eacba871e8681d,1,2.1094237467877974e-15,2.3314683517128287e-15,20
NEW,F1_int_wires,seed1,36,13eacba871e8681d,1,2.1094237467877974e-15,2.3314683517128287e-15,20
NEW,F1_int_wires,seed1,37,13eacba871e8681d,1,2.1094237467877974e-15,2.3314683517128287e-15,20
NEW,F1_int_wires,seed1,38,13eacba871e8681d,1,2.1094237467877974e-15,2.3314683517128287e-15,20
NEW,F1_int_wires,seed1,39,13eacba871e8681d,1,2.1094237467877974e-15,2.3314683517128287e-15,20
NEW,F1_int_wires,seed1,40,13eacba871e8681d,1,2.1094237467877974e-15,2.3314683517128287e-15,20
NEW,F1_int_wires,seed1,41,13eacba871e8681d,1,2.1094237467877974e-15,2.3314683517128287e-15,20
NEW,F1_int_wires,seed1,42,13eacba871e8681d,1,2.1094237467877974e-15,2.3314683517128287e-15,20
NEW,F1_int_wires,seed1,43,13eacba871e8681d,1,2.1094237467877974e-15,2.3314683517128287e-15,20
NEW,F1_int_wires,seed1,44,13eacba871e8681d,1,2.1094237467877974e-15,2.3314683517128287e-15,20
