family,k,m,order,j,n_bare,dominant_size,n_interaction_edges,max_interaction_degree,spare,n,occupancy,n_pairs,seed,optimization_level,repeat,elapsed_since_start_s,max_matching_size,n_pairs_required,embedding_feasible,perfect_matching_exists,matching_slack,time_ms,layout_ms,routing_ms,accounted_ms,layout_frac,vf2layout_ms,sabrelayout_ms,vf2postlayout_ms,sabreswap_ms,slowest_pass,slowest_pass_ms,n_passes,vf2_stop_reason,vf2post_stop_reason,vf2postlayout_ran,vf2layout_ran,two_qubit_gates,depth,error,cpu,platform,python_version,qiskit_version,grid_rows,grid_cols,grid_size,gates_per_pair,seed_transpiler
dominant_size_sweep,,,,,,3,45,2,0,64,1.0,32,2,3,0,65.25868789999913,32,32,True,True,0,8798.865300001125,8778.133392333984,0.0,8785.160064697266,0.9976437975852251,4406.993627548218,2.002716064453125,4369.1370487213135,0.0,VF2Layout,4406.993627548218,25,nonexistent solution,no better solution found,True,True,159,345,,"AMD64 Family 25 Model 80 Stepping 0, AuthenticAMD",Windows-10-10.0.26100-SP0,3.10.11,2.5.2,8,8,64,20,42
dominant_size_sweep,,,,,,3,45,2,0,64,1.0,32,2,3,1,74.06170559999919,32,32,True,True,0,8869.564999999056,8850.054264068604,0.0,8858.001947402954,0.9978002601107884,4416.122674942017,2.003908157348633,4431.927680969238,0.0,VF2PostLayout,4431.927680969238,25,nonexistent solution,no better solution found,True,True,159,345,,"AMD64 Family 25 Model 80 Stepping 0, AuthenticAMD",Windows-10-10.0.26100-SP0,3.10.11,2.5.2,8,8,64,20,42
dominant_size_sweep,,,,,,4,45,2,0,64,1.0,32,0,3,0,83.20366579999973,32,32,True,True,0,33.98249999918335,16.14856719970703,0.0,23.549795150756836,0.47520244832178643,15.146493911743164,0.0,0.0,0.0,VF2Layout,15.146493911743164,26,solution found,no better solution found,True,True,135,280,,"AMD64 Family 25 Model 80 Stepping 0, AuthenticAMD",Windows-10-10.0.26100-SP0,3.10.11,2.5.2,8,8,64,20,42
dominant_size_sweep,,,,,,4,45,2,0,64,1.0,32,0,3,1,83.2416435999985,32,32,True,True,0,34.23359999942477,16.069650650024414,0.0,23.097515106201172,0.4694116496744261,15.062093734741211,0.0,0.0,0.0,VF2Layout,15.062093734741211,26,solution found,no better solution found,True,True,135,280,,"AMD64 Family 25 Model 80 Stepping 0, AuthenticAMD",Windows-10-10.0.26100-SP0,3.10.11,2.5.2,8,8,64,20,42
dominant_size_sweep,,,,,,4,45,2,0,64,1.0,32,1,3,0,83.54404520000026,32,32,True,True,0,33.436100000471924,15.055656433105469,0.0,23.297548294067383,0.45028147519875134,15.055656433105469,0.0,0.0,0.0,VF2Layout,15.055656433105469,26,solution found,no better solution found,True,True,135,280,,"AMD64 Family 25 Model 80 Stepping 0, AuthenticAMD",Windows-10-10.0.26100-SP0,3.10.11,2.5.2,8,8,64,20,42
dominant_size_sweep,,,,,,4,45,2,0,64,1.0,32,1,3,1,83.5814234999998,32,32,True,True,0,34.10679999979038,16.11185073852539,0.0,23.363828659057617,0.4723940897013033,15.109539031982422,0.0,1.0023117065429688,0.0,VF2Layout,15.109539031982422,26,solution found,no better solution found,True,True,135,280,,"AMD64 Family 25 Model 80 Stepping 0, AuthenticAMD",Windows-10-10.0.26100-SP0,3.10.11,2.5.2,8,8,64,20,42
dominant_size_sweep,,,,,,4,45,2,0,64,1.0,32,2,3,0,83.88598159999856,32,32,True,True,0,34.1193000003841,15.050649642944336,0.0,22.085905075073242,0.4411183594849514,15.050649642944336,0.0,0.0,0.0,VF2Layout,15.050649642944336,26,solution found,no better solution found,True,True,135,280,,"AMD64 Family 25 Model 80 Stepping 0, AuthenticAMD",Windows-10-10.0.26100-SP0,3.10.11,2.5.2,8,8,64,20,42
dominant_size_sweep,,,,,,4,45,2,0,64,1.0,32,2,3,1,83.92409269999916,32,32,True,True,0,35.052499999437714,16.065120697021484,0.0,23.231029510498047,0.45831597453189327,16.065120697021484,0.0,0.0,0.0,VF2Layout,16.065120697021484,26,solution found,no better solution found,True,True,135,280,,"AMD64 Family 25 Model 80 Stepping 0, AuthenticAMD",Windows-10-10.0.26100-SP0,3.10.11,2.5.2,8,8,64,20,42
dominant_size_sweep,,,,,,6,45,2,0,64,1.0,32,0,3,0,93.35092900000018,32,32,True,True,0,9137.832200000048,9118.375062942505,0.0,9125.389337539673,0.9978707053673471,4703.367471694946,2.148151397705078,4412.8594398498535,0.0,VF2Layout,4703.367471694946,25,nonexistent solution,no better solution found,True,True,153,290,,"AMD64 Family 25 Model 80 Stepping 0, AuthenticAMD",Windows-10-10.0.26100-SP0,3.10.11,2.5.2,8,8,64,20,42
dominant_size_sweep,,,,,,6,45,2,0,64,1.0,32,0,3,1,102.49288389999856,32,32,True,True,0,9070.714499999667,9048.12216758728,0.0,9057.42621421814,0.9975093106047613,4663.061857223511,2.0935535430908203,4382.966756820679,0.0,VF2Layout,4663.061857223511,25,nonexistent solution,no better solution found,True,True,153,290,,"AMD64 Family 25 Model 80 Stepping 0, AuthenticAMD",Windows-10-10.0.26100-SP0,3.10.11,2.5.2,8,8,64,20,42
dominant_size_sweep,,,,,,6,45,2,0,64,1.0,32,1,3,0,120.75519279999935,32,32,True,True,0,9148.548799999844,9126.770973205566,0.0,9137.248277664185,0.9976195320951583,4609.461307525635,1.4255046844482422,4515.884160995483,0.0,VF2Layout,4609.461307525635,25,nonexistent solution,no better solution found,True,True,153,290,,"AMD64 Family 25 Model 80 Stepping 0, AuthenticAMD",Windows-10-10.0.26100-SP0,3.10.11,2.5.2,8,8,64,20,42
dominant_size_sweep,,,,,,6,45,2,0,64,1.0,32,1,3,1,129.90795379999872,32,32,True,True,0,9117.032199999812,9095.816135406494,0.0,9104.965209960938,0.9976729198572625,4653.331756591797,2.005338668823242,4440.479040145874,0.0,VF2Layout,4653.331756591797,25,nonexistent solution,no better solution found,True,True,153,290,,"AMD64 Family 25 Model 80 Stepping 0, AuthenticAMD",Windows-10-10.0.26100-SP0,3.10.11,2.5.2,8,8,64,20,42
dominant_size_sweep,,,,,,6,45,2,0,64,1.0,32,2,3,0,148.36605169999893,32,32,True,True,0,9071.551799999725,9051.438808441162,0.0,9059.616088867188,0.9977828499465149,4658.041000366211,2.4721622467041016,4390.925645828247,0.0,VF2Layout,4658.041000366211,25,nonexistent solution,no better solution found,True,True,153,290,,"AMD64 Family 25 Model 80 Stepping 0, AuthenticAMD",Windows-10-10.0.26100-SP0,3.10.11,2.5.2,8,8,64,20,42
dominant_size_sweep,,,,,,6,45,2,0,64,1.0,32,2,3,1,157.44169689999944,32,32,True,True,0,9091.141400000197,9069.247007369995,0.0,9078.442096710205,0.9975916783529293,4630.3887367248535,2.0189285278320312,4436.83934211731,0.0,VF2Layout,4630.3887367248535,25,nonexistent solution,no better solution found,True,True,153,290,,"AMD64 Family 25 Model 80 Stepping 0, AuthenticAMD",Windows-10-10.0.26100-SP0,3.10.11,2.5.2,8,8,64,20,42
dominant_size_sweep,,,,,,7,45,2,0,64,1.0,32,0,3,0,166.8051747999998,32,32,True,True,0,33.167399999001645,16.072511672973633,0.0,23.3762264251709,0.48458762741298456,15.070199966430664,0.0,1.0023117065429688,0.0,VF2Layout,15.070199966430664,26,solution found,no better solution found,True,True,135,247,,"AMD64 Family 25 Model 80 Stepping 0, AuthenticAMD",Windows-10-10.0.26100-SP0,3.10.11,2.5.2,8,8,64,20,42
dominant_size_sweep,,,,,,7,45,2,0,64,1.0,32,0,3,1,166.84234370000013,32,32,True,True,0,33.51010000005772,15.165090560913086,0.0,21.811962127685547,0.45255282917350187,15.165090560913086,0.0,0.0,0.0,VF2Layout,15.165090560913086,26,solution found,no better solution found,True,True,135,247,,"AMD64 Family 25 Model 80 Stepping 0, AuthenticAMD",Windows-10-10.0.26100-SP0,3.10.11,2.5.2,8,8,64,20,42
dominant_size_sweep,,,,,,7,45,2,0,64,1.0,32,1,3,0,167.14348439999958,32,32,True,True,0,33.26030000062019,15.063047409057617,0.0,21.09527587890625,0.4528836904290323,15.063047409057617,0.0,0.0,0.0,VF2Layout,15.063047409057617,26,solution found,no better solution found,True,True,135,247,,"AMD64 Family 25 Model 80 Stepping 0, AuthenticAMD",Windows-10-10.0.26100-SP0,3.10.11,2.5.2,8,8,64,20,42
dominant_size_sweep,,,,,,7,45,2,0,64,1.0,32,1,3,1,167.18068279999898,32,32,True,True,0,34.08039999885659,17.006397247314453,0.0,23.325681686401367,0.4990081468493628,16.00360870361328,0.0,1.0027885437011719,0.0,VF2Layout,16.00360870361328,26,solution found,no better solution found,True,True,135,247,,"AMD64 Family 25 Model 80 Stepping 0, AuthenticAMD",Windows-10-10.0.26100-SP0,3.10.11,2.5.2,8,8,64,20,42
dominant_size_sweep,,,,,,7,45,2,0,64,1.0,32,2,3,0,167.4833235999995,32,32,True,True,0,33.65219999977853,16.172170639038086,0.0,22.19367027282715,0.48056800563245544,16.172170639038086,0.0,0.0,0.0,VF2Layout,16.172170639038086,26,solution found,no better solution found,True,True,135,247,,"AMD64 Family 25 Model 80 Stepping 0, AuthenticAMD",Windows-10-10.0.26100-SP0,3.10.11,2.5.2,8,8,64,20,42
dominant_size_sweep,,,,,,7,45,2,0,64,1.0,32,2,3,1,167.5209304,32,32,True,True,0,35.492299999532406,15.17939567565918,0.0,22.791385650634766,0.4276813752802484,15.17939567565918,0.0,0.0,0.0,VF2Layout,15.17939567565918,26,solution found,no better solution found,True,True,135,247,,"AMD64 Family 25 Model 80 Stepping 0, AuthenticAMD",Windows-10-10.0.26100-SP0,3.10.11,2.5.2,8,8,64,20,42
dominant_size_sweep,,,,,,9,45,2,0,64,1.0,32,0,3,0,167.8267154999994,32,32,True,True,0,33.22000000116532,15.061378479003906,0.0,22.16792106628418,0.45338285606488776,15.061378479003906,0.0,0.0,0.0,VF2Layout,15.061378479003906,26,solution found,no better solution found,True,True,135,225,,"AMD64 Family 25 Model 80 Stepping 0, AuthenticAMD",Windows-10-10.0.26100-SP0,3.10.11,2.5.2,8,8,64,20,42
dominant_size_sweep,,,,,,9,45,2,0,64,1.0,32,0,3,1,167.86395819999962,32,32,True,True,0,33.78290000000561,17.076730728149414,0.0,22.147655487060547,0.5054844530264299,15.059232711791992,0.0,1.0139942169189453,0.0,VF2Layout,15.059232711791992,26,solution found,no better solution found,True,True,135,225,,"AMD64 Family 25 Model 80 Stepping 0, AuthenticAMD",Windows-10-10.0.26100-SP0,3.10.11,2.5.2,8,8,64,20,42
dominant_size_sweep,,,,,,9,45,2,0,64,1.0,32,1,3,0,168.1679081000002,32,32,True,True,0,33.80319999996573,16.00337028503418,0.0,21.11053466796875,0.47342767208579084,16.00337028503418,0.0,0.0,0.0,VF2Layout,16.00337028503418,26,solution found,no better solution found,True,True,135,225,,"AMD64 Family 25 Model 80 Stepping 0, AuthenticAMD",Windows-10-10.0.26100-SP0,3.10.11,2.5.2,8,8,64,20,42
dominant_size_sweep,,,,,,9,45,2,0,64,1.0,32,1,3,1,168.20566729999882,32,32,True,True,0,33.75129999949422,15.05732536315918,0.0,22.42255210876465,0.4461257896254313,15.05732536315918,0.0,0.0,0.0,VF2Layout,15.05732536315918,26,solution found,no better solution found,True,True,135,225,,"AMD64 Family 25 Model 80 Stepping 0, AuthenticAMD",Windows-10-10.0.26100-SP0,3.10.11,2.5.2,8,8,64,20,42
dominant_size_sweep,,,,,,9,45,2,0,64,1.0,32,2,3,0,168.5091545999985,32,32,True,True,0,34.27379999993718,15.003204345703125,0.0,23.04530143737793,0.4377455766717033,15.003204345703125,0.0,0.0,0.0,VF2Layout,15.003204345703125,26,solution found,no better solution found,True,True,135,225,,"AMD64 Family 25 Model 80 Stepping 0, AuthenticAMD",Windows-10-10.0.26100-SP0,3.10.11,2.5.2,8,8,64,20,42
dominant_size_sweep,,,,,,9,45,2,0,64,1.0,32,2,3,1,168.54734159999862,32,32,True,True,0,34.45389999978943,16.324996948242188,0.0,23.36883544921875,0.4738214526756611,16.324996948242188,0.0,0.0,0.0,VF2Layout,16.324996948242188,26,solution found,no better solution found,True,True,135,225,,"AMD64 Family 25 Model 80 Stepping 0, AuthenticAMD",Windows-10-10.0.26100-SP0,3.10.11,2.5.2,8,8,64,20,42
dominant_size_sweep,,,,,,11,45,2,0,64,1.0,32,0,3,0,177.7106337999994,32,32,True,True,0,8852.173799999946,8832.356214523315,0.0,8839.889764785767,0.9977612746965462,4392.997026443481,1.9845962524414062,4437.374591827393,0.0,VF2PostLayout,4437.374591827393,25,nonexistent solution,no better solution found,True,True,156,262,,"AMD64 Family 25 Model 80 Stepping 0, AuthenticAMD",Windows-10-10.0.26100-SP0,3.10.11,2.5.2,8,8,64,20,42
dominant_size_sweep,,,,,,11,45,2,0,64,1.0,32,0,3,1,186.56706789999953,32,32,True,True,0,8867.444999999861,8847.49960899353,0.0,8855.634450912476,0.9977507172577522,4476.7961502075195,1.3315677642822266,4369.3718910217285,0.0,VF2Layout,4476.7961502075195,25,nonexistent solution,no better solution found,True,True,156,262,,"AMD64 Family 25 Model 80 Stepping 0, AuthenticAMD",Windows-10-10.0.26100-SP0,3.10.11,2.5.2,8,8,64,20,42
dominant_size_sweep,,,,,,11,45,2,0,64,1.0,32,1,3,0,204.45320919999904,32,32,True,True,0,8938.04529999943,8919.082403182983,0.0,8927.173852920532,0.9978784067231737,4435.715436935425,2.260923385620117,4481.1060428619385,0.0,VF2PostLayout,4481.1060428619385,25,nonexistent solution,no better solution found,True,True,156,262,,"AMD64 Family 25 Model 80 Stepping 0, AuthenticAMD",Windows-10-10.0.26100-SP0,3.10.11,2.5.2,8,8,64,20,42
dominant_size_sweep,,,,,,11,45,2,0,64,1.0,32,1,3,1,213.39550789999885,32,32,True,True,0,8854.924799999935,8834.632396697998,0.0,8843.393087387085,0.9977083483191255,4422.1532344818115,1.951456069946289,4410.52770614624,0.0,VF2Layout,4422.1532344818115,25,nonexistent solution,no better solution found,True,True,156,262,,"AMD64 Family 25 Model 80 Stepping 0, AuthenticAMD",Windows-10-10.0.26100-SP0,3.10.11,2.5.2,8,8,64,20,42
dominant_size_sweep,,,,,,11,45,2,0,64,1.0,32,2,3,0,231.2893269999986,32,32,True,True,0,9037.74500000145,9015.246868133545,0.0,9025.756359100342,0.9975106476374469,4393.912315368652,1.5115737915039062,4619.822978973389,0.0,VF2PostLayout,4619.822978973389,25,nonexistent solution,no better solution found,True,True,156,262,,"AMD64 Family 25 Model 80 Stepping 0, AuthenticAMD",Windows-10-10.0.26100-SP0,3.10.11,2.5.2,8,8,64,20,42
dominant_size_sweep,,,,,,11,45,2,0,64,1.0,32,2,3,1,240.33511739999994,32,32,True,True,0,11064.475999999559,11039.358377456665,0.0,11050.185203552246,0.9977298859392081,5023.186206817627,2.0155906677246094,6014.1565799713135,0.0,VF2PostLayout,6014.1565799713135,25,nonexistent solution,no better solution found,True,True,156,262,,"AMD64 Family 25 Model 80 Stepping 0, AuthenticAMD",Windows-10-10.0.26100-SP0,3.10.11,2.5.2,8,8,64,20,42
dominant_size_sweep,,,,,,13,45,2,0,64,1.0,32,0,3,0,264.75213970000004,32,32,True,True,0,15071.045499998945,15036.578893661499,0.0,15048.916578292847,0.9977130580398388,7463.926315307617,3.396749496459961,7569.255828857422,0.0,VF2PostLayout,7569.255828857422,25,nonexistent solution,no better solution found,True,True,150,192,,"AMD64 Family 25 Model 80 Stepping 0, AuthenticAMD",Windows-10-10.0.26100-SP0,3.10.11,2.5.2,8,8,64,20,42
dominant_size_sweep,,,,,,13,45,2,0,64,1.0,32,0,3,1,279.83064269999886,32,32,True,True,0,11784.890699998869,11752.998352050781,0.0,11764.52898979187,0.9972937934886328,7232.123136520386,2.0046234130859375,4518.87059211731,0.0,VF2Layout,7232.123136520386,25,nonexistent solution,no better solution found,True,True,150,192,,"AMD64 Family 25 Model 80 Stepping 0, AuthenticAMD",Windows-10-10.0.26100-SP0,3.10.11,2.5.2,8,8,64,20,42
dominant_size_sweep,,,,,,13,45,2,0,64,1.0,32,1,3,0,303.7542873000002,32,32,True,True,0,12177.88069999915,12147.80306816101,0.0,12157.18936920166,0.9975301423474988,5250.335693359375,2.2051334381103516,6895.262241363525,0.0,VF2PostLayout,6895.262241363525,25,nonexistent solution,no better solution found,True,True,150,192,,"AMD64 Family 25 Model 80 Stepping 0, AuthenticAMD",Windows-10-10.0.26100-SP0,3.10.11,2.5.2,8,8,64,20,42
dominant_size_sweep,,,,,,13,45,2,0,64,1.0,32,1,3,1,315.94088439999905,32,32,True,True,0,10364.051100001234,10332.937002182007,0.0,10342.06247329712,0.9969978826311245,5229.804515838623,2.170085906982422,5100.962400436401,0.0,VF2Layout,5229.804515838623,25,nonexistent solution,no better solution found,True,True,150,192,,"AMD64 Family 25 Model 80 Stepping 0, AuthenticAMD",Windows-10-10.0.26100-SP0,3.10.11,2.5.2,8,8,64,20,42
dominant_size_sweep,,,,,,13,45,2,0,64,1.0,32,2,3,0,340.3234682000002,32,32,True,True,0,11098.279199999524,11063.590049743652,0.0,11072.56007194519,0.9968743667706725,5022.626638412476,2.0492076873779297,6038.914203643799,0.0,VF2PostLayout,6038.914203643799,25,nonexistent solution,no better solution found,True,True,150,192,,"AMD64 Family 25 Model 80 Stepping 0, AuthenticAMD",Windows-10-10.0.26100-SP0,3.10.11,2.5.2,8,8,64,20,42
dominant_size_sweep,,,,,,13,45,2,0,64,1.0,32,2,3,1,351.4260123999993,32,32,True,True,0,10223.576799999137,10198.760509490967,0.0,10207.817554473877,0.9975726410635295,5152.807950973511,2.1882057189941406,5043.764352798462,0.0,VF2Layout,5152.807950973511,25,nonexistent solution,no better solution found,True,True,150,192,,"AMD64 Family 25 Model 80 Stepping 0, AuthenticAMD",Windows-10-10.0.26100-SP0,3.10.11,2.5.2,8,8,64,20,42
dominant_size_sweep,,,,,,14,45,2,0,64,1.0,32,0,3,0,372.00771449999957,32,32,True,True,0,9515.149899998505,9489.881992340088,0.0,9499.142408370972,0.9973444551137948,4526.422023773193,2.1963119506835938,4961.263656616211,0.0,VF2PostLayout,4961.263656616211,25,nonexistent solution,no better solution found,True,True,153,192,,"AMD64 Family 25 Model 80 Stepping 0, AuthenticAMD",Windows-10-10.0.26100-SP0,3.10.11,2.5.2,8,8,64,20,42
dominant_size_sweep,,,,,,14,45,2,0,64,1.0,32,0,3,1,381.5272135999985,32,32,True,True,0,9912.085999998453,9889.441967010498,0.0,9897.532939910889,0.99771551286097,4598.646402359009,3.7353038787841797,5287.060260772705,0.0,VF2PostLayout,5287.060260772705,25,nonexistent solution,no better solution found,True,True,153,192,,"AMD64 Family 25 Model 80 Stepping 0, AuthenticAMD",Windows-10-10.0.26100-SP0,3.10.11,2.5.2,8,8,64,20,42
dominant_size_sweep,,,,,,14,45,2,0,64,1.0,32,1,3,0,403.16108919999897,32,32,True,True,0,13084.834899998896,13059.098720550537,0.0,13067.36421585083,0.998033129218286,5706.024646759033,3.0052661895751953,7350.068807601929,0.0,VF2PostLayout,7350.068807601929,25,nonexistent solution,no better solution found,True,True,153,192,,"AMD64 Family 25 Model 80 Stepping 0, AuthenticAMD",Windows-10-10.0.26100-SP0,3.10.11,2.5.2,8,8,64,20,42
dominant_size_sweep,,,,,,14,45,2,0,64,1.0,32,1,3,1,416.25039370000013,32,32,True,True,0,11960.219300000972,11933.968544006348,0.0,11943.355083465576,0.9978051609810681,5825.234889984131,2.0682811737060547,6106.665372848511,0.0,VF2PostLayout,6106.665372848511,25,nonexistent solution,no better solution found,True,True,153,192,,"AMD64 Family 25 Model 80 Stepping 0, AuthenticAMD",Windows-10-10.0.26100-SP0,3.10.11,2.5.2,8,8,64,20,42
dominant_size_sweep,,,,,,14,45,2,0,64,1.0,32,2,3,0,438.17607659999885,32,32,True,True,0,9445.51870000032,9424.382209777832,0.0,9433.675050735474,0.9977622732119001,4521.285772323608,1.5864372253417969,4901.510000228882,0.0,VF2PostLayout,4901.510000228882,25,nonexistent solution,no better solution found,True,True,153,192,,"AMD64 Family 25 Model 80 Stepping 0, AuthenticAMD",Windows-10-10.0.26100-SP0,3.10.11,2.5.2,8,8,64,20,42
dominant_size_sweep,,,,,,14,45,2,0,64,1.0,32,2,3,1,447.6257182999998,32,32,True,True,0,9440.675400001055,9418.228387832642,0.0,9425.50277709961,0.9976223086572374,4499.717235565186,1.535654067993164,4916.975498199463,0.0,VF2PostLayout,4916.975498199463,25,nonexistent solution,no better solution found,True,True,153,192,,"AMD64 Family 25 Model 80 Stepping 0, AuthenticAMD",Windows-10-10.0.26100-SP0,3.10.11,2.5.2,8,8,64,20,42
dominant_size_sweep,,,,,,16,45,2,0,64,1.0,32,0,3,0,468.33570679999866,32,32,True,True,0,14175.177799999801,14148.889541625977,0.0,14158.950805664062,0.9981454724064325,8148.932933807373,2.2735595703125,5997.683048248291,0.0,VF2Layout,8148.932933807373,25,nonexistent solution,no better solution found,True,True,153,186,,"AMD64 Family 25 Model 80 Stepping 0, AuthenticAMD",Windows-10-10.0.26100-SP0,3.10.11,2.5.2,8,8,64,20,42
dominant_size_sweep,,,,,,16,45,2,0,64,1.0,32,0,3,1,482.515875699999,32,32,True,True,0,9687.015399998927,9658.456087112427,0.0,9667.548179626465,0.9970517944168331,5014.36448097229,2.0036697387695312,4642.087936401367,0.0,VF2Layout,5014.36448097229,25,nonexistent solution,no better solution found,True,True,153,186,,"AMD64 Family 25 Model 80 Stepping 0, AuthenticAMD",Windows-10-10.0.26100-SP0,3.10.11,2.5.2,8,8,64,20,42
dominant_size_sweep,,,,,,16,45,2,0,64,1.0,32,1,3,0,501.6389874999986,32,32,True,True,0,9265.202700000373,9245.17273902893,0.0,9253.274917602539,0.9978381518872285,4469.289064407349,2.0210742950439453,4773.862600326538,0.0,VF2PostLayout,4773.862600326538,25,nonexistent solution,no better solution found,True,True,153,186,,"AMD64 Family 25 Model 80 Stepping 0, AuthenticAMD",Windows-10-10.0.26100-SP0,3.10.11,2.5.2,8,8,64,20,42
dominant_size_sweep,,,,,,16,45,2,0,64,1.0,32,1,3,1,510.9084752999988,32,32,True,True,0,9182.794000000285,9163.04087638855,0.0,9170.442819595337,0.9978488983187759,4483.761548995972,2.2318363189697266,4677.047491073608,0.0,VF2PostLayout,4677.047491073608,25,nonexistent solution,no better solution found,True,True,153,186,,"AMD64 Family 25 Model 80 Stepping 0, AuthenticAMD",Windows-10-10.0.26100-SP0,3.10.11,2.5.2,8,8,64,20,42
