part,case,arm,rep,time_s,err,cx,twoq,sx,depth,closed_form,fallback,pair_applicable,pair_worst,esp_log10,mean_edge_err,layout_phase,layout_order
C1,random_0,old,,,5.213319701527416e-15,3,,10,,False,0,,,,,,
C1,random_0,new,,,2.7640084645689546e-15,3,,10,,True,0,,,,,,
C1,random_1,old,,,3.948926060047964e-15,3,,10,,False,0,,,,,,
C1,random_1,new,,,1.1198311869900407e-15,3,,10,,True,0,,,,,,
C1,random_2,old,,,4.460906094891851e-15,3,,10,,False,0,,,,,,
C1,random_2,new,,,3.617440455886579e-15,3,,10,,True,0,,,,,,
C1,random_3,old,,,9.33791834261658e-15,3,,10,,False,0,,,,,,
C1,random_3,new,,,4.4508893869114425e-15,3,,10,,True,0,,,,,,
C1,random_4,old,,,6.347329315882683e-14,3,,10,,False,0,,,,,,
C1,random_4,new,,,6.233393356050375e-14,3,,10,,True,0,,,,,,
C1,random_5,old,,,7.246002877389644e-15,3,,10,,False,0,,,,,,
C1,random_5,new,,,1.1171619185290638e-15,3,,10,,True,0,,,,,,
C1,random_6,old,,,2.5478469126297294e-14,3,,10,,False,0,,,,,,
C1,random_6,new,,,2.472144183858883e-14,3,,10,,True,0,,,,,,
C1,random_7,old,,,1.539555425588891e-14,3,,10,,False,0,,,,,,
C1,random_7,new,,,1.5222108256270363e-14,3,,10,,True,0,,,,,,
C1,random_8,old,,,1.1842043273655592e-14,3,,10,,False,0,,,,,,
C1,random_8,new,,,1.08718407223648e-14,3,,10,,True,0,,,,,,
C1,random_9,old,,,7.683708899040275e-15,3,,10,,False,0,,,,,,
C1,random_9,new,,,7.700396672040833e-15,3,,10,,True,0,,,,,,
C1,random_10,old,,,1.6535994190408622e-14,3,,10,,False,0,,,,,,
C1,random_10,new,,,1.6112595746476987e-14,3,,10,,True,0,,,,,,
C1,random_11,old,,,5.096181806368829e-15,3,,10,,False,0,,,,,,
C1,random_11,new,,,4.919152152227228e-15,3,,10,,True,0,,,,,,
C1,random_12,old,,,9.640546195990638e-15,3,,10,,False,0,,,,,,
C1,random_12,new,,,4.168049231502228e-15,3,,10,,True,0,,,,,,
C1,random_13,old,,,1.4690883868311515e-14,3,,10,,False,0,,,,,,
C1,random_13,new,,,1.423477681364129e-14,3,,10,,True,0,,,,,,
C1,random_14,old,,,3.2123725300910232e-15,3,,10,,False,0,,,,,,
C1,random_14,new,,,2.2271174230015442e-15,3,,10,,True,0,,,,,,
C1,random_15,old,,,5.772158839283741e-15,3,,10,,False,0,,,,,,
C1,random_15,new,,,1.0567413732812437e-15,3,,10,,True,0,,,,,,
C1,random_16,old,,,4.224834888500288e-15,3,,10,,False,0,,,,,,
C1,random_16,new,,,3.579509312647498e-15,3,,10,,True,0,,,,,,
C1,random_17,old,,,4.1335740583456615e-14,3,,10,,False,0,,,,,,
C1,random_17,new,,,4.105118603331424e-14,3,,10,,True,0,,,,,,
C1,random_18,old,,,5.512802732412824e-15,3,,10,,False,0,,,,,,
C1,random_18,new,,,3.3535620442448215e-15,3,,10,,True,0,,,,,,
C1,random_19,old,,,5.29262284647322e-15,3,,10,,False,0,,,,,,
C1,random_19,new,,,1.2243215724550222e-15,3,,10,,True,0,,,,,,
C1,random_20,old,,,3.5370752188849825e-15,3,,10,,False,0,,,,,,
C1,random_20,new,,,2.3665112664209283e-15,3,,10,,True,0,,,,,,
C1,random_21,old,,,2.68072202022901e-15,3,,10,,False,0,,,,,,
C1,random_21,new,,,1.0558753224491806e-15,3,,10,,True,0,,,,,,
C1,random_22,old,,,1.673273427570801e-14,3,,10,,False,0,,,,,,
C1,random_22,new,,,1.665358532078885e-14,3,,10,,True,0,,,,,,
C1,random_23,old,,,2.3849023267788487e-14,3,,10,,False,0,,,,,,
C1,random_23,new,,,2.3701633947048704e-14,3,,10,,True,0,,,,,,
C1,random_24,old,,,4.755629798565803e-15,3,,10,,False,0,,,,,,
C1,random_24,new,,,1.1019577428369496e-15,3,,10,,True,0,,,,,,
C1,random_25,old,,,4.824585814561203e-14,3,,10,,False,0,,,,,,
C1,random_25,new,,,4.8139800344909e-14,3,,10,,True,0,,,,,,
C1,random_26,old,,,4.071660226289453e-15,3,,10,,False,0,,,,,,
C1,random_26,new,,,3.0293040514412637e-15,3,,10,,True,0,,,,,,
C1,random_27,old,,,9.248598129517433e-15,3,,10,,False,0,,,,,,
C1,random_27,new,,,3.1206513364671256e-15,3,,10,,True,0,,,,,,
C1,random_28,old,,,3.661718152463145e-15,3,,10,,False,0,,,,,,
C1,random_28,new,,,3.264976323104344e-15,3,,10,,True,0,,,,,,
C1,random_29,old,,,3.2142586382665114e-15,3,,10,,False,0,,,,,,
C1,random_29,new,,,2.5491724589279896e-15,3,,10,,True,0,,,,,,
C1,random_30,old,,,4.742646421488269e-15,3,,10,,False,0,,,,,,
C1,random_30,new,,,2.3095782884483712e-15,3,,10,,True,0,,,,,,
C1,random_31,old,,,7.648118805999168e-15,3,,10,,False,0,,,,,,
C1,random_31,new,,,7.56084586507033e-15,3,,10,,True,0,,,,,,
C1,random_32,old,,,3.626820186848986e-15,3,,10,,False,0,,,,,,
C1,random_32,new,,,3.5326961064029015e-15,3,,10,,True,0,,,,,,
C1,random_33,old,,,2.793221553951373e-15,3,,10,,False,0,,,,,,
C1,random_33,new,,,1.2564955518868488e-15,3,,10,,True,0,,,,,,
C1,random_34,old,,,1.5750625826326015e-14,3,,10,,False,0,,,,,,
C1,random_34,new,,,1.5163746090919775e-14,3,,10,,True,0,,,,,,
C1,random_35,old,,,9.636175071953074e-15,3,,10,,False,0,,,,,,
C1,random_35,new,,,7.194881734448337e-15,3,,10,,True,0,,,,,,
C1,random_36,old,,,5.266698466478357e-15,3,,10,,False,0,,,,,,
C1,random_36,new,,,2.3332546649077007e-15,3,,10,,True,0,,,,,,
C1,random_37,old,,,6.551965829937023e-15,3,,10,,False,0,,,,,,
C1,random_37,new,,,4.936948649362968e-15,3,,10,,True,0,,,,,,
C1,random_38,old,,,6.965287830419062e-15,3,,10,,False,0,,,,,,
C1,random_38,new,,,6.7008162286731594e-15,3,,10,,True,0,,,,,,
C1,random_39,old,,,1.2515204205310721e-14,3,,10,,False,0,,,,,,
C1,random_39,new,,,1.217434632972948e-14,3,,10,,True,0,,,,,,
C1,random_40,old,,,2.3453349510407675e-14,3,,10,,False,0,,,,,,
C1,random_40,new,,,2.1024696239031713e-14,3,,10,,True,0,,,,,,
C1,random_41,old,,,5.6314884770363054e-15,3,,10,,False,0,,,,,,
C1,random_41,new,,,2.9501888848726594e-15,3,,10,,True,0,,,,,,
C1,random_42,old,,,1.002901898992117e-14,3,,10,,False,0,,,,,,
C1,random_42,new,,,9.076065268860029e-15,3,,10,,True,0,,,,,,
C1,random_43,old,,,4.406893047965211e-14,3,,10,,False,0,,,,,,
C1,random_43,new,,,4.461754211930242e-14,3,,10,,True,0,,,,,,
C1,random_44,old,,,5.4813086988872905e-15,3,,10,,False,0,,,,,,
C1,random_44,new,,,3.3322259236221397e-15,3,,10,,True,0,,,,,,
C1,random_45,old,,,3.006137142932095e-15,3,,10,,False,0,,,,,,
C1,random_45,new,,,1.169080075143082e-15,3,,10,,True,0,,,,,,
C1,random_46,old,,,2.5322694494587582e-14,3,,10,,False,0,,,,,,
C1,random_46,new,,,2.4905690462083058e-14,3,,10,,True,0,,,,,,
C1,random_47,old,,,2.2549111566464923e-15,3,,10,,False,0,,,,,,
C1,random_47,new,,,1.8433836816964108e-15,3,,10,,True,0,,,,,,
C1,random_48,old,,,3.5494416094461804e-14,3,,10,,False,0,,,,,,
C1,random_48,new,,,3.4876489133342774e-14,3,,10,,True,0,,,,,,
C1,random_49,old,,,3.4244847444445204e-15,3,,10,,False,0,,,,,,
C1,random_49,new,,,2.7807763412892674e-15,3,,10,,True,0,,,,,,
C1,random_50,old,,,3.76895653232673e-15,3,,10,,False,0,,,,,,
C1,random_50,new,,,2.440619688841384e-15,3,,10,,True,0,,,,,,
C1,random_51,old,,,8.941971009692831e-15,3,,10,,False,0,,,,,,
C1,random_51,new,,,8.529029726627694e-15,3,,10,,True,0,,,,,,
C1,random_52,old,,,1.335358041966591e-14,3,,10,,False,0,,,,,,
C1,random_52,new,,,1.3293661378657808e-14,3,,10,,True,0,,,,,,
C1,random_53,old,,,8.541285161959409e-15,3,,10,,False,0,,,,,,
C1,random_53,new,,,4.9662233747977825e-15,3,,10,,True,0,,,,,,
C1,random_54,old,,,2.4724501970807135e-15,3,,10,,False,0,,,,,,
C1,random_54,new,,,1.805502993886188e-15,3,,10,,True,0,,,,,,
C1,random_55,old,,,3.4380999408019335e-15,3,,10,,False,0,,,,,,
C1,random_55,new,,,2.8182782553852497e-15,3,,10,,True,0,,,,,,
C1,random_56,old,,,3.2280211086903905e-14,3,,10,,False,0,,,,,,
C1,random_56,new,,,3.21446703744069e-14,3,,10,,True,0,,,,,,
C1,random_57,old,,,1.1547399437757871e-14,3,,10,,False,0,,,,,,
C1,random_57,new,,,4.372907233932343e-15,3,,10,,True,0,,,,,,
C1,random_58,old,,,4.392064969192063e-15,3,,10,,False,0,,,,,,
C1,random_58,new,,,1.4783345624444154e-15,3,,10,,True,0,,,,,,
C1,random_59,old,,,5.120163510658674e-15,3,,10,,False,0,,,,,,
C1,random_59,new,,,4.602480307952947e-15,3,,10,,True,0,,,,,,
C1,random_60,old,,,1.077340318779286e-14,3,,10,,False,0,,,,,,
C1,random_60,new,,,5.294468126911679e-15,3,,10,,True,0,,,,,,
C1,random_61,old,,,2.943222050308859e-14,3,,10,,False,0,,,,,,
C1,random_61,new,,,2.9703096610890345e-14,3,,10,,True,0,,,,,,
C1,random_62,old,,,9.290583011881108e-15,3,,10,,False,0,,,,,,
C1,random_62,new,,,1.4471048784028185e-15,3,,10,,True,0,,,,,,
C1,random_63,old,,,2.0236134891621224e-15,3,,10,,False,0,,,,,,
C1,random_63,new,,,1.6890479673136433e-15,3,,10,,True,0,,,,,,
C1,random_64,old,,,2.0503700012609065e-14,3,,10,,False,0,,,,,,
C1,random_64,new,,,2.0448323444662865e-14,3,,10,,True,0,,,,,,
C1,random_65,old,,,3.2746695358451277e-15,3,,10,,False,0,,,,,,
C1,random_65,new,,,2.9206149818042908e-15,3,,10,,True,0,,,,,,
C1,random_66,old,,,3.0605792704186243e-15,3,,10,,False,0,,,,,,
C1,random_66,new,,,1.362574219428596e-15,3,,10,,True,0,,,,,,
C1,random_67,old,,,2.5323445531416492e-15,3,,10,,False,0,,,,,,
C1,random_67,new,,,2.6870278689498753e-15,3,,10,,True,0,,,,,,
C1,random_68,old,,,6.493108900940566e-15,3,,10,,False,0,,,,,,
C1,random_68,new,,,5.7219882122902715e-15,3,,10,,True,0,,,,,,
C1,random_69,old,,,6.569234498373421e-15,3,,10,,False,0,,,,,,
C1,random_69,new,,,4.166671458002528e-15,3,,10,,True,0,,,,,,
C1,random_70,old,,,3.994905084280907e-15,3,,10,,False,0,,,,,,
C1,random_70,new,,,1.6519523100560422e-15,3,,10,,True,0,,,,,,
C1,random_71,old,,,4.556402702355312e-15,3,,10,,False,0,,,,,,
C1,random_71,new,,,1.4433743722118045e-15,3,,10,,True,0,,,,,,
C1,random_72,old,,,6.355698232678887e-15,3,,10,,False,0,,,,,,
C1,random_72,new,,,5.893340502818738e-15,3,,10,,True,0,,,,,,
C1,random_73,old,,,7.879407344230075e-15,3,,10,,False,0,,,,,,
C1,random_73,new,,,7.65007624500125e-15,3,,10,,True,0,,,,,,
C1,random_74,old,,,7.50375528714519e-15,3,,10,,False,0,,,,,,
C1,random_74,new,,,5.738142217497532e-15,3,,10,,True,0,,,,,,
C1,random_75,old,,,5.741204083614566e-15,3,,10,,False,0,,,,,,
C1,random_75,new,,,5.584331110886544e-15,3,,10,,True,0,,,,,,
C1,random_76,old,,,8.58138931290145e-15,3,,10,,False,0,,,,,,
C1,random_76,new,,,7.823158990251234e-15,3,,10,,True,0,,,,,,
C1,random_77,old,,,9.757905748470882e-15,3,,10,,False,0,,,,,,
C1,random_77,new,,,4.9457793800691734e-15,3,,10,,True,0,,,,,,
C1,random_78,old,,,5.6765082521392495e-15,3,,10,,False,0,,,,,,
C1,random_78,new,,,1.5003623243438777e-15,3,,10,,True,0,,,,,,
C1,random_79,old,,,4.6783829433015844e-15,3,,10,,False,0,,,,,,
C1,random_79,new,,,4.637426894855587e-15,3,,10,,True,0,,,,,,
C1,random_80,old,,,1.0513511988543335e-14,3,,10,,False,0,,,,,,
C1,random_80,new,,,8.071445944549997e-15,3,,10,,True,0,,,,,,
C1,random_81,old,,,2.792731383239482e-14,3,,10,,False,0,,,,,,
C1,random_81,new,,,2.5708602148082013e-14,3,,10,,True,0,,,,,,
C1,random_82,old,,,3.6413528585457335e-15,3,,10,,False,0,,,,,,
C1,random_82,new,,,3.436010474158786e-15,3,,10,,True,0,,,,,,
C1,random_83,old,,,5.379688241041874e-15,3,,10,,False,0,,,,,,
C1,random_83,new,,,4.8046917676267625e-15,3,,10,,True,0,,,,,,
C1,random_84,old,,,9.530691392264965e-15,3,,10,,False,0,,,,,,
C1,random_84,new,,,9.808459726964186e-15,3,,10,,True,0,,,,,,
C1,random_85,old,,,2.490277156260863e-15,3,,10,,False,0,,,,,,
C1,random_85,new,,,1.3706887111170306e-15,3,,10,,True,0,,,,,,
C1,random_86,old,,,1.648065454182532e-14,3,,10,,False,0,,,,,,
C1,random_86,new,,,1.623243853795407e-14,3,,10,,True,0,,,,,,
C1,random_87,old,,,1.332338642899887e-14,3,,10,,False,0,,,,,,
C1,random_87,new,,,1.2952238689509704e-14,3,,10,,True,0,,,,,,
C1,random_88,old,,,6.96533334974128e-14,3,,10,,False,0,,,,,,
C1,random_88,new,,,6.958116359918801e-14,3,,10,,True,0,,,,,,
C1,random_89,old,,,5.346850009214578e-15,3,,10,,False,0,,,,,,
C1,random_89,new,,,5.14634891090054e-15,3,,10,,True,0,,,,,,
C1,random_90,old,,,3.8539047922056224e-15,3,,10,,False,0,,,,,,
C1,random_90,new,,,1.6910564564615563e-15,3,,10,,True,0,,,,,,
C1,random_91,old,,,8.349430069979747e-15,3,,10,,False,0,,,,,,
C1,random_91,new,,,8.15530240332943e-15,3,,10,,True,0,,,,,,
C1,random_92,old,,,2.5452785990790448e-15,3,,10,,False,0,,,,,,
C1,random_92,new,,,2.3089527876410827e-15,3,,10,,True,0,,,,,,
C1,random_93,old,,,4.033695767095358e-15,3,,10,,False,0,,,,,,
C1,random_93,new,,,3.608820258096284e-15,3,,10,,True,0,,,,,,
C1,random_94,old,,,1.0979620037233787e-14,3,,10,,False,0,,,,,,
C1,random_94,new,,,1.0743600037258237e-14,3,,10,,True,0,,,,,,
C1,random_95,old,,,4.286254235372016e-15,3,,10,,False,0,,,,,,
C1,random_95,new,,,3.2825808897274012e-15,3,,10,,True,0,,,,,,
C1,random_96,old,,,8.344920051727195e-15,3,,10,,False,0,,,,,,
C1,random_96,new,,,1.414436973535815e-15,3,,10,,True,0,,,,,,
C1,random_97,old,,,1.1953144556205425e-14,3,,10,,False,0,,,,,,
C1,random_97,new,,,5.396947494202941e-15,3,,10,,True,0,,,,,,
C1,random_98,old,,,1.3368003429448486e-14,3,,10,,False,0,,,,,,
C1,random_98,new,,,1.3433514461540058e-14,3,,10,,True,0,,,,,,
C1,random_99,old,,,4.476673354631588e-14,3,,10,,False,0,,,,,,
C1,random_99,new,,,4.1440661961037225e-14,3,,10,,True,0,,,,,,
C1,random_100,old,,,1.324697182154509e-14,3,,10,,False,0,,,,,,
C1,random_100,new,,,1.2484626369469287e-14,3,,10,,True,0,,,,,,
C1,random_101,old,,,6.848556683695252e-15,3,,10,,False,0,,,,,,
C1,random_101,new,,,6.718513029655794e-15,3,,10,,True,0,,,,,,
C1,random_102,old,,,4.005322864733478e-15,3,,10,,False,0,,,,,,
C1,random_102,new,,,3.733311930416498e-15,3,,10,,True,0,,,,,,
C1,random_103,old,,,8.614571807922467e-15,3,,10,,False,0,,,,,,
C1,random_103,new,,,1.3571703100802576e-15,3,,10,,True,0,,,,,,
C1,random_104,old,,,8.153439387824108e-14,3,,10,,False,0,,,,,,
C1,random_104,new,,,8.175368866628603e-14,3,,10,,True,0,,,,,,
C1,random_105,old,,,1.0065066674471115e-14,3,,10,,False,0,,,,,,
C1,random_105,new,,,8.800985821481573e-15,3,,10,,True,0,,,,,,
C1,random_106,old,,,8.538908785338441e-15,3,,10,,False,0,,,,,,
C1,random_106,new,,,8.090934771594511e-15,3,,10,,True,0,,,,,,
C1,random_107,old,,,4.320507735959007e-15,3,,10,,False,0,,,,,,
C1,random_107,new,,,3.8924380798383476e-15,3,,10,,True,0,,,,,,
C1,random_108,old,,,4.2172779616337145e-15,3,,10,,False,0,,,,,,
C1,random_108,new,,,3.614977261325349e-15,3,,10,,True,0,,,,,,
C1,random_109,old,,,8.56017469768535e-15,3,,10,,False,0,,,,,,
C1,random_109,new,,,1.287291059706152e-15,3,,10,,True,0,,,,,,
C1,random_110,old,,,6.0274259653953796e-15,3,,10,,False,0,,,,,,
C1,random_110,new,,,4.4174378232389625e-15,3,,10,,True,0,,,,,,
C1,random_111,old,,,9.758880220304065e-15,3,,10,,False,0,,,,,,
C1,random_111,new,,,4.231525023818909e-15,3,,10,,True,0,,,,,,
C1,random_112,old,,,3.413237608904695e-15,3,,10,,False,0,,,,,,
C1,random_112,new,,,2.4969800370571684e-15,3,,10,,True,0,,,,,,
C1,random_113,old,,,9.829839047292238e-15,3,,10,,False,0,,,,,,
C1,random_113,new,,,1.5143847815498751e-15,3,,10,,True,0,,,,,,
C1,random_114,old,,,1.325400302410291e-14,3,,10,,False,0,,,,,,
C1,random_114,new,,,1.0864409018367456e-14,3,,10,,True,0,,,,,,
C1,random_115,old,,,2.609946670011327e-15,3,,10,,False,0,,,,,,
C1,random_115,new,,,1.0415046293356074e-15,3,,10,,True,0,,,,,,
C1,random_116,old,,,3.547804271876167e-15,3,,10,,False,0,,,,,,
C1,random_116,new,,,3.887341523798182e-15,3,,10,,True,0,,,,,,
C1,random_117,old,,,4.165914499646511e-14,3,,10,,False,0,,,,,,
C1,random_117,new,,,4.122690426447309e-14,3,,10,,True,0,,,,,,
C1,random_118,old,,,1.843161448544827e-15,3,,10,,False,0,,,,,,
C1,random_118,new,,,1.2454879661027236e-15,3,,10,,True,0,,,,,,
C1,random_119,old,,,8.963741058226247e-15,3,,10,,False,0,,,,,,
C1,random_119,new,,,8.285406162120116e-15,3,,10,,True,0,,,,,,
C1,random_120,old,,,7.864706890565322e-15,3,,10,,False,0,,,,,,
C1,random_120,new,,,7.918492043674914e-15,3,,10,,True,0,,,,,,
C1,random_121,old,,,6.440016985156312e-15,3,,10,,False,0,,,,,,
C1,random_121,new,,,4.098389211901802e-15,3,,10,,True,0,,,,,,
C1,random_122,old,,,4.944992894322642e-15,3,,10,,False,0,,,,,,
C1,random_122,new,,,4.86649518032649e-15,3,,10,,True,0,,,,,,
C1,random_123,old,,,8.299183985316713e-15,3,,10,,False,0,,,,,,
C1,random_123,new,,,7.68176610754667e-15,3,,10,,True,0,,,,,,
C1,random_124,old,,,7.088799279106448e-15,3,,10,,False,0,,,,,,
C1,random_124,new,,,4.556402372131467e-15,3,,10,,True,0,,,,,,
C1,random_125,old,,,2.7259168937138993e-15,3,,10,,False,0,,,,,,
C1,random_125,new,,,2.6227550366681006e-15,3,,10,,True,0,,,,,,
C1,random_126,old,,,6.8930847708393586e-15,3,,10,,False,0,,,,,,
C1,random_126,new,,,5.634962909648329e-15,3,,10,,True,0,,,,,,
C1,random_127,old,,,3.748621433705008e-15,3,,10,,False,0,,,,,,
C1,random_127,new,,,3.598049004867106e-15,3,,10,,True,0,,,,,,
C1,random_128,old,,,3.720162927849418e-15,3,,10,,False,0,,,,,,
C1,random_128,new,,,3.61387493761951e-15,3,,10,,True,0,,,,,,
C1,random_129,old,,,9.402313900127361e-15,3,,10,,False,0,,,,,,
C1,random_129,new,,,1.5818243213922008e-15,3,,10,,True,0,,,,,,
C1,random_130,old,,,4.7509993943080674e-15,3,,10,,False,0,,,,,,
C1,random_130,new,,,4.4529050735660395e-15,3,,10,,True,0,,,,,,
C1,random_131,old,,,2.575971257475702e-14,3,,10,,False,0,,,,,,
C1,random_131,new,,,2.0577928355024238e-14,3,,10,,True,0,,,,,,
C1,random_132,old,,,2.214391640023125e-14,3,,10,,False,0,,,,,,
C1,random_132,new,,,2.0368105419611492e-14,3,,10,,True,0,,,,,,
C1,random_133,old,,,1.0748488323436069e-14,3,,10,,False,0,,,,,,
C1,random_133,new,,,1.0405213836184428e-14,3,,10,,True,0,,,,,,
C1,random_134,old,,,7.940114359080663e-15,3,,10,,False,0,,,,,,
C1,random_134,new,,,4.2127605142349e-15,3,,10,,True,0,,,,,,
C1,random_135,old,,,7.271404619139313e-15,3,,10,,False,0,,,,,,
C1,random_135,new,,,7.412180903388109e-15,3,,10,,True,0,,,,,,
C1,random_136,old,,,4.745944736388296e-15,3,,10,,False,0,,,,,,
C1,random_136,new,,,3.5923773569674955e-15,3,,10,,True,0,,,,,,
C1,random_137,old,,,5.9172981589726196e-15,3,,10,,False,0,,,,,,
C1,random_137,new,,,1.5750066401826278e-15,3,,10,,True,0,,,,,,
C1,random_138,old,,,3.48898766959544e-14,3,,10,,False,0,,,,,,
C1,random_138,new,,,3.388427972472069e-14,3,,10,,True,0,,,,,,
C1,random_139,old,,,5.5541419324911395e-15,3,,10,,False,0,,,,,,
C1,random_139,new,,,4.914516000977052e-15,3,,10,,True,0,,,,,,
C1,random_140,old,,,1.662534652525076e-14,3,,10,,False,0,,,,,,
C1,random_140,new,,,1.645396547037732e-14,3,,10,,True,0,,,,,,
C1,random_141,old,,,8.325432310192867e-15,3,,10,,False,0,,,,,,
C1,random_141,new,,,8.140863440146362e-15,3,,10,,True,0,,,,,,
C1,random_142,old,,,3.80688097122535e-14,3,,10,,False,0,,,,,,
C1,random_142,new,,,3.7798230845847356e-14,3,,10,,True,0,,,,,,
C1,random_143,old,,,3.119696526591747e-15,3,,10,,False,0,,,,,,
C1,random_143,new,,,2.5868793010744164e-15,3,,10,,True,0,,,,,,
C1,random_144,old,,,3.678818059133061e-15,3,,10,,False,0,,,,,,
C1,random_144,new,,,1.3126069206921093e-15,3,,10,,True,0,,,,,,
C1,random_145,old,,,4.325536378875592e-15,3,,10,,False,0,,,,,,
C1,random_145,new,,,3.206016791666701e-15,3,,10,,True,0,,,,,,
C1,random_146,old,,,8.497684087620155e-14,3,,10,,False,0,,,,,,
C1,random_146,new,,,8.497533029554927e-14,3,,10,,True,0,,,,,,
C1,random_147,old,,,2.2208173574488753e-15,3,,10,,False,0,,,,,,
C1,random_147,new,,,1.2689072392244985e-15,3,,10,,True,0,,,,,,
C1,random_148,old,,,2.3265283461727866e-14,3,,10,,False,0,,,,,,
C1,random_148,new,,,1.3457519174069703e-15,3,,10,,True,0,,,,,,
C1,random_149,old,,,4.2112878830200854e-14,3,,10,,False,0,,,,,,
C1,random_149,new,,,4.0791788498640116e-14,3,,10,,True,0,,,,,,
C1,random_150,old,,,2.2401668482149293e-15,3,,10,,False,0,,,,,,
C1,random_150,new,,,1.4667515278252694e-15,3,,10,,True,0,,,,,,
C1,random_151,old,,,3.807471734536801e-14,3,,10,,False,0,,,,,,
C1,random_151,new,,,3.632805418970134e-14,3,,10,,True,0,,,,,,
C1,random_152,old,,,5.1911968903271556e-14,3,,10,,False,0,,,,,,
C1,random_152,new,,,5.0128416153440026e-14,3,,10,,True,0,,,,,,
C1,random_153,old,,,1.778323755261661e-14,3,,10,,False,0,,,,,,
