spare,n,seed,arm,routing_optimization_level,repeat,time_ms,two_qubit_gates,depth,error,elapsed_since_start_s,fallback_count,cpu,python_version,qiskit_version,grid_rows,grid_cols,seed_transpiler
4,38,0,qiskit_opt3,,2,22.453999999925145,57,16,,197.8550312000002,,"Intel64 Family 6 Model 181 Stepping 0, GenuineIntel",3.11.9,2.5.2,6,7,42
4,38,0,psf_zero_ls0,1.0,0,11.049199999888515,57,23,,197.87813619999997,0.0,"Intel64 Family 6 Model 181 Stepping 0, GenuineIntel",3.11.9,2.5.2,6,7,42
4,38,0,psf_zero_ls0,1.0,1,9.883600000193837,57,23,,197.8896080000004,0.0,"Intel64 Family 6 Model 181 Stepping 0, GenuineIntel",3.11.9,2.5.2,6,7,42
4,38,0,psf_zero_ls0,1.0,2,9.92309999992358,57,23,,197.9012087000001,0.0,"Intel64 Family 6 Model 181 Stepping 0, GenuineIntel",3.11.9,2.5.2,6,7,42
4,38,0,psf_zero_ls1,1.0,0,10.75570000011794,57,23,,197.92553160000034,0.0,"Intel64 Family 6 Model 181 Stepping 0, GenuineIntel",3.11.9,2.5.2,6,7,42
4,38,0,psf_zero_ls1,1.0,1,11.021899999832385,57,23,,197.93919340000002,0.0,"Intel64 Family 6 Model 181 Stepping 0, GenuineIntel",3.11.9,2.5.2,6,7,42
4,38,0,psf_zero_ls1,1.0,2,12.57660000010219,57,23,,197.9533733000003,0.0,"Intel64 Family 6 Model 181 Stepping 0, GenuineIntel",3.11.9,2.5.2,6,7,42
4,38,0,psf_zero_ls0,2.0,0,12.92909999983749,57,16,,197.98018160000038,0.0,"Intel64 Family 6 Model 181 Stepping 0, GenuineIntel",3.11.9,2.5.2,6,7,42
4,38,0,psf_zero_ls0,2.0,1,76.67730000002848,57,16,,198.05890320000026,0.0,"Intel64 Family 6 Model 181 Stepping 0, GenuineIntel",3.11.9,2.5.2,6,7,42
4,38,0,psf_zero_ls0,2.0,2,13.598600000022998,57,16,,198.07359880000013,0.0,"Intel64 Family 6 Model 181 Stepping 0, GenuineIntel",3.11.9,2.5.2,6,7,42
4,38,0,psf_zero_ls1,2.0,0,15.496400000301946,57,16,,198.10346470000013,0.0,"Intel64 Family 6 Model 181 Stepping 0, GenuineIntel",3.11.9,2.5.2,6,7,42
4,38,0,psf_zero_ls1,2.0,1,12.490399999933288,57,16,,198.1169987000003,0.0,"Intel64 Family 6 Model 181 Stepping 0, GenuineIntel",3.11.9,2.5.2,6,7,42
4,38,0,psf_zero_ls1,2.0,2,11.411200000111421,57,16,,198.12947299999996,0.0,"Intel64 Family 6 Model 181 Stepping 0, GenuineIntel",3.11.9,2.5.2,6,7,42
4,38,0,psf_zero_ls0,3.0,0,24.742300000070827,57,16,,198.1803649000003,0.0,"Intel64 Family 6 Model 181 Stepping 0, GenuineIntel",3.11.9,2.5.2,6,7,42
