global_call_index,elapsed_since_start_s,arm,seed,repeat,time_ms,error,fallback_count,gc_gen0_count_before,gc_gen0_count_after,gc_collections_gen0_before,gc_collections_gen1_before,gc_collections_gen2_before,gc_collections_gen0_after,gc_collections_gen1_after,gc_collections_gen2_after,top_pass_name,top_pass_time_ms,top_pass_share,n_passes,total_pass_time_ms,disable_gc,routing_optimization_level,grid_rows,grid_cols,seed_transpiler,cpu,python_version,qiskit_version,is_outlier,_median_ms_nosearch,_median_ms_search
41,6.69684959999995,nosearch,101,1,22.586600000067847,,0,3,0,721,64,5,724,64,5,VF2Layout,14.675617218017578,0.5682764478336734,39,25.824785232543945,False,1,6,7,42,"Intel64 Family 6 Model 181 Stepping 0, GenuineIntel",3.11.9,2.5.2,False,23.040300000047864,
42,6.719202700000096,nosearch,101,2,22.32189999995171,,0,3,0,724,64,5,726,65,5,VF2Layout,5.750894546508789,0.5749255154332022,39,10.002851486206055,False,1,6,7,42,"Intel64 Family 6 Model 181 Stepping 0, GenuineIntel",3.11.9,2.5.2,False,23.040300000047864,
43,6.740820600000006,nosearch,101,3,21.590000000060172,,0,3,0,726,65,5,729,65,5,VF2Layout,15.696525573730469,1.0,39,15.696525573730469,False,1,6,7,42,"Intel64 Family 6 Model 181 Stepping 0, GenuineIntel",3.11.9,2.5.2,False,23.040300000047864,
44,6.76558,nosearch,101,4,24.72729999999501,,0,3,0,729,65,5,732,65,5,VF2PostLayout,8.085489273071289,0.5164468674808881,39,15.655994415283203,False,1,6,7,42,"Intel64 Family 6 Model 181 Stepping 0, GenuineIntel",3.11.9,2.5.2,False,23.040300000047864,
45,6.787768899999946,nosearch,101,5,22.15499999988424,,0,3,0,732,65,5,735,65,5,VF2Layout,5.009174346923828,0.7142128701091206,39,7.013559341430664,False,1,6,7,42,"Intel64 Family 6 Model 181 Stepping 0, GenuineIntel",3.11.9,2.5.2,False,23.040300000047864,
46,6.813363700000082,nosearch,101,6,25.566199999957462,,0,3,0,735,65,5,737,66,5,VF2PostLayout,9.820938110351562,0.6305895320178192,39,15.574216842651367,False,1,6,7,42,"Intel64 Family 6 Model 181 Stepping 0, GenuineIntel",3.11.9,2.5.2,False,23.040300000047864,
47,6.836619100000007,nosearch,101,7,23.2267999999749,,0,3,0,737,66,5,740,66,5,VF2Layout,5.751132965087891,0.5385336667262011,39,10.679244995117188,False,1,6,7,42,"Intel64 Family 6 Model 181 Stepping 0, GenuineIntel",3.11.9,2.5.2,False,23.040300000047864,
48,6.85962870000003,nosearch,101,8,22.981299999855764,,0,3,0,740,66,5,743,66,5,VF2PostLayout,15.887022018432617,1.0,39,15.887022018432617,False,1,6,7,42,"Intel64 Family 6 Model 181 Stepping 0, GenuineIntel",3.11.9,2.5.2,False,23.040300000047864,
49,6.8815320999999585,nosearch,101,9,21.875200000067707,,0,3,0,743,66,5,746,66,5,VF2Layout,16.138792037963867,1.0,39,16.138792037963867,False,1,6,7,42,"Intel64 Family 6 Model 181 Stepping 0, GenuineIntel",3.11.9,2.5.2,False,23.040300000047864,
50,6.905595700000049,nosearch,101,10,24.035700000013094,,0,3,0,746,66,5,748,67,5,Optimize1qGatesDecomposition,15.655040740966797,1.0,39,15.655040740966797,False,1,6,7,42,"Intel64 Family 6 Model 181 Stepping 0, GenuineIntel",3.11.9,2.5.2,False,23.040300000047864,
51,6.929146799999899,nosearch,101,11,23.52340000015829,,0,3,0,748,67,5,751,67,5,SabreLayout,15.932559967041016,1.0,39,15.932559967041016,False,1,6,7,42,"Intel64 Family 6 Model 181 Stepping 0, GenuineIntel",3.11.9,2.5.2,False,23.040300000047864,
